age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 54], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Never-married
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Never-married
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Never-married
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Never-married
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Never-married
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Never-married
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Never-married
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Never-married
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Separated
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[38 - 45], [215646 - 272950], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 52], Self, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 52], Self, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 52], Self, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 52], Self, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 52], Self, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 52], Self, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 52], Self, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 52], Self, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
