age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
3, 77516, 13, 2174, 0, 40, State-gov, United-States, Male, White, Not-in-family, Adm-clerical, <=50K, Never-married
5, 83311, 13, 0, 0, 13, Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, <=50K, Married-civ-spouse
3, 215646, 9, 0, 0, 40, Private, United-States, Male, White, Not-in-family, Handlers-cleaners, <=50K, Divorced
5, 234721, 7, 0, 0, 40, Private, United-States, Male, Black, Husband, Handlers-cleaners, <=50K, Married-civ-spouse
1, 338409, 13, 0, 0, 40, Private, Cuba, Female, Black, Wife, Prof-specialty, <=50K, Married-civ-spouse
3, 284582, 14, 0, 0, 40, Private, United-States, Female, White, Wife, Exec-managerial, <=50K, Married-civ-spouse
5, 160187, 5, 0, 0, 16, Private, Jamaica, Female, Black, Not-in-family, Other-service, <=50K, Married-spouse-absent
5, 209642, 9, 0, 0, 45, Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, >50K, Married-civ-spouse
2, 45781, 14, 14084, 0, 50, Private, United-States, Female, White, Not-in-family, Prof-specialty, >50K, Never-married
4, 159449, 13, 5178, 0, 40, Private, United-States, Male, White, Husband, Exec-managerial, >50K, Married-civ-spouse
3, 280464, 10, 0, 0, 80, Private, United-States, Male, Black, Husband, Exec-managerial, >50K, Married-civ-spouse
2, 141297, 13, 0, 0, 40, State-gov, India, Male, Asian-Pac-Islander, Husband, Prof-specialty, >50K, Married-civ-spouse
0, 122272, 13, 0, 0, 30, Private, United-States, Female, White, Own-child, Adm-clerical, <=50K, Never-married
2, 205019, 12, 0, 0, 50, Private, United-States, Male, Black, Not-in-family, Sales, <=50K, Never-married
2, 245487, 4, 0, 0, 45, Private, Mexico, Male, Amer-Indian-Eskimo, Husband, Transport-moving, <=50K, Married-civ-spouse
1, 176756, 9, 0, 0, 35, Self-emp-not-inc, United-States, Male, White, Own-child, Farming-fishing, <=50K, Never-married
2, 186824, 9, 0, 0, 40, Private, United-States, Male, White, Unmarried, Machine-op-inspct, <=50K, Never-married
3, 28887, 7, 0, 0, 50, Private, United-States, Male, White, Husband, Sales, <=50K, Married-civ-spouse
4, 292175, 14, 0, 0, 45, Self-emp-not-inc, United-States, Female, White, Unmarried, Exec-managerial, >50K, Divorced
3, 193524, 16, 0, 0, 60, Private, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
6, 302146, 9, 0, 0, 20, Private, United-States, Female, Black, Unmarried, Other-service, <=50K, Separated
2, 76845, 5, 0, 0, 40, Federal-gov, United-States, Male, Black, Husband, Farming-fishing, <=50K, Married-civ-spouse
4, 117037, 7, 0, 2042, 40, Private, United-States, Male, White, Husband, Transport-moving, <=50K, Married-civ-spouse
6, 109015, 9, 0, 0, 40, Private, United-States, Female, White, Unmarried, Tech-support, <=50K, Divorced
6, 216851, 13, 0, 0, 40, Local-gov, United-States, Male, White, Husband, Tech-support, >50K, Married-civ-spouse
0, 168294, 9, 0, 0, 40, Private, United-States, Male, White, Own-child, Craft-repair, <=50K, Never-married
