age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, >50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, >50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, >50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, >50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, >50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
[53 - 59], [234721 - 302847], 7, 0, 0, 40, Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 302847], 7, 0, 0, 40, Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 302847], 7, 0, 0, 40, Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 302847], 7, 0, 0, 40, Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 302847], 7, 0, 0, 40, Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 302847], 7, 0, 0, 40, Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 302847], 7, 0, 0, 40, Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 302847], 7, 0, 0, 40, Self, United-States, *, *, *, *, >50K
[53 - 59], [234721 - 302847], 7, 0, 0, 40, Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 302847], 7, 0, 0, 40, Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 302847], 7, 0, 0, 40, Self, United-States, *, *, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, >50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, >50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, >50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[52 - 53], [209642 - 234057], 9, 0, 0, 45, Self, America, *, *, *, *, >50K
[52 - 53], [209642 - 234057], 9, 0, 0, 45, Self, America, *, *, *, *, >50K
[52 - 53], [209642 - 234057], 9, 0, 0, 45, Self, America, *, *, *, *, >50K
[52 - 53], [209642 - 234057], 9, 0, 0, 45, Self, America, *, *, *, *, <=50K
[52 - 53], [209642 - 234057], 9, 0, 0, 45, Self, America, *, *, *, *, <=50K
[52 - 53], [209642 - 234057], 9, 0, 0, 45, Self, America, *, *, *, *, >50K
[52 - 53], [209642 - 234057], 9, 0, 0, 45, Self, America, *, *, *, *, <=50K
[52 - 53], [209642 - 234057], 9, 0, 0, 45, Self, America, *, *, *, *, <=50K
[52 - 53], [209642 - 234057], 9, 0, 0, 45, Self, America, *, *, *, *, <=50K
[52 - 53], [209642 - 234057], 9, 0, 0, 45, Self, America, *, *, *, *, <=50K
[52 - 53], [209642 - 234057], 9, 0, 0, 45, Self, America, *, *, *, *, <=50K
[31 - 45], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K
[31 - 45], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K
