age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, >50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, >50K
[50 - 55], [83311 - 155963], 13, 0, 0, [13 - 32], Self, United-States, *, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, >50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, >50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, >50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
38, [215646 - 255621], 9, 0, 0, 40, Private, America, Male, White, *, *, <=50K
[53 - 62], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Private, United-States, Male, Black, Husband, *, <=50K
[53 - 62], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Private, United-States, Male, Black, Husband, *, >50K
[53 - 62], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Private, United-States, Male, Black, Husband, *, >50K
[53 - 62], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Private, United-States, Male, Black, Husband, *, <=50K
[53 - 62], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Private, United-States, Male, Black, Husband, *, <=50K
[53 - 62], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Private, United-States, Male, Black, Husband, *, >50K
[53 - 62], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Private, United-States, Male, Black, Husband, *, <=50K
[53 - 62], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Private, United-States, Male, Black, Husband, *, <=50K
[53 - 62], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Private, United-States, Male, Black, Husband, *, <=50K
[53 - 62], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Private, United-States, Male, Black, Husband, *, <=50K
[53 - 62], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Private, United-States, Male, Black, Husband, *, >50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, >50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, >50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, >50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[37 - 42], [284582 - 338033], 14, 0, 0, 40, *, America, *, White, *, *, <=50K
[52 - 54], [209642 - 234057], 9, 0, 0, 45, Self, America, *, White, *, *, >50K
[52 - 54], [209642 - 234057], 9, 0, 0, 45, Self, America, *, White, *, *, >50K
[52 - 54], [209642 - 234057], 9, 0, 0, 45, Self, America, *, White, *, *, <=50K
[52 - 54], [209642 - 234057], 9, 0, 0, 45, Self, America, *, White, *, *, <=50K
[52 - 54], [209642 - 234057], 9, 0, 0, 45, Self, America, *, White, *, *, <=50K
[52 - 54], [209642 - 234057], 9, 0, 0, 45, Self, America, *, White, *, *, >50K
[52 - 54], [209642 - 234057], 9, 0, 0, 45, Self, America, *, White, *, *, <=50K
[52 - 54], [209642 - 234057], 9, 0, 0, 45, Self, America, *, White, *, *, <=50K
[52 - 54], [209642 - 234057], 9, 0, 0, 45, Self, America, *, White, *, *, <=50K
[52 - 54], [209642 - 234057], 9, 0, 0, 45, Self, America, *, White, *, *, <=50K
[52 - 54], [209642 - 234057], 9, 0, 0, 45, Self, America, *, White, *, *, <=50K
