age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, <=50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
[50 - 60], [83311 - 256908], 13, 0, 0, [13 - 40], *, *, *, White, *, *, >50K
