age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, >50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, >50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, >50K
[50 - 60], [83311 - 172281], 13, 0, 0, [13 - 35], *, United-States, *, White, *, *, <=50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, <=50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, <=50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, >50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, >50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, <=50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, <=50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, >50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, >50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, <=50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, <=50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, >50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, >50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, <=50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, <=50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, <=50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, <=50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, <=50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, <=50K
38, [215646 - 296317], 9, 0, 0, 40, Private, America, *, White, *, *, <=50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, <=50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, >50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, >50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, >50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, <=50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, <=50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, <=50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, >50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, <=50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, <=50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, <=50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, <=50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, <=50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, <=50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, <=50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, <=50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, <=50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, >50K
[53 - 63], [234721 - 357788], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, <=50K
[37 - 44], [284582 - 356934], 14, 0, 0, [40 - 42], *, America, *, White, *, *, <=50K
[37 - 44], [284582 - 356934], 14, 0, 0, [40 - 42], *, America, *, White, *, *, >50K
[37 - 44], [284582 - 356934], 14, 0, 0, [40 - 42], *, America, *, White, *, *, <=50K
[37 - 44], [284582 - 356934], 14, 0, 0, [40 - 42], *, America, *, White, *, *, >50K
[37 - 44], [284582 - 356934], 14, 0, 0, [40 - 42], *, America, *, White, *, *, >50K
[37 - 44], [284582 - 356934], 14, 0, 0, [40 - 42], *, America, *, White, *, *, <=50K
[37 - 44], [284582 - 356934], 14, 0, 0, [40 - 42], *, America, *, White, *, *, <=50K
