age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[50 - 62], [83311 - 167670], 13, 0, 0, [13 - 35], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 41], [215646 - 305597], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 59], [234721 - 368005], 7, 0, 0, [40 - 45], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[37 - 53], [284582 - 327435], 14, 0, 0, [40 - 45], Private, United-States, *, White, Married-civ-spouse, *, *, <=50K
[37 - 53], [284582 - 327435], 14, 0, 0, [40 - 45], Private, United-States, *, White, Married-civ-spouse, *, *, >50K
[37 - 53], [284582 - 327435], 14, 0, 0, [40 - 45], Private, United-States, *, White, Married-civ-spouse, *, *, >50K
[37 - 53], [284582 - 327435], 14, 0, 0, [40 - 45], Private, United-States, *, White, Married-civ-spouse, *, *, >50K
[37 - 53], [284582 - 327435], 14, 0, 0, [40 - 45], Private, United-States, *, White, Married-civ-spouse, *, *, <=50K
[37 - 53], [284582 - 327435], 14, 0, 0, [40 - 45], Private, United-States, *, White, Married-civ-spouse, *, *, >50K
[37 - 53], [284582 - 327435], 14, 0, 0, [40 - 45], Private, United-States, *, White, Married-civ-spouse, *, *, <=50K
[37 - 53], [284582 - 327435], 14, 0, 0, [40 - 45], Private, United-States, *, White, Married-civ-spouse, *, *, <=50K
[37 - 53], [284582 - 327435], 14, 0, 0, [40 - 45], Private, United-States, *, White, Married-civ-spouse, *, *, >50K
[37 - 53], [284582 - 327435], 14, 0, 0, [40 - 45], Private, United-States, *, White, Married-civ-spouse, *, *, >50K
[37 - 53], [284582 - 327435], 14, 0, 0, [40 - 45], Private, United-States, *, White, Married-civ-spouse, *, *, >50K
[37 - 53], [284582 - 327435], 14, 0, 0, [40 - 45], Private, United-States, *, White, Married-civ-spouse, *, *, >50K
