age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, <=50K
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, <=50K
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, >50K
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, <=50K
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, <=50K
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, <=50K
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, <=50K
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, <=50K
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, <=50K
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, <=50K
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, <=50K
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, <=50K
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, >50K
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, <=50K
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, <=50K
38, [215646 - 269323], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 269323], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 269323], 9, 0, 0, 40, Private, America, *, *, *, *, >50K
38, [215646 - 269323], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 269323], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 269323], 9, 0, 0, 40, Private, America, *, *, *, *, >50K
38, [215646 - 269323], 9, 0, 0, 40, Private, America, *, *, *, *, >50K
38, [215646 - 269323], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 269323], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
