age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, >50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, >50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, >50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, >50K
[50 - 60], [83311 - 199713], 13, 0, 0, [13 - 35], *, United-States, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, >50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, >50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, >50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, >50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, >50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, >50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, >50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
38, [215646 - 299810], 9, 0, 0, 40, Private, America, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, >50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, >50K
[53 - 59], [234721 - 373367], 7, 0, 0, [40 - 52], Self, United-States, *, *, *, *, <=50K
