age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
[50 - 51], [83311 - 121548], 13, 0, 0, [13 - 30], Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K
[50 - 51], [83311 - 121548], 13, 0, 0, [13 - 30], Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K
[50 - 51], [83311 - 121548], 13, 0, 0, [13 - 30], Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K
[38 - 39], [215646 - 241962], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 39], [215646 - 241962], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
[38 - 39], [215646 - 241962], 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K
53, 234721, 7, 0, 0, 40, Private, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
53, 234721, 7, 0, 0, 40, Private, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
53, 234721, 7, 0, 0, 40, Private, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
[37 - 42], 284582, 14, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Exec-managerial, <=50K
[37 - 42], 284582, 14, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Exec-managerial, >50K
[37 - 42], 284582, 14, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Exec-managerial, >50K
[52 - 55], 209642, 9, 0, 0, 45, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
[52 - 55], 209642, 9, 0, 0, 45, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K
[52 - 55], 209642, 9, 0, 0, 45, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
[31 - 32], [45781 - 159442], [14 - 15], 14084, 0, 50, Private, United-States, Female, White, Never-married, Not-in-family, *, >50K
[31 - 32], [45781 - 159442], [14 - 15], 14084, 0, 50, Private, United-States, Female, White, Never-married, Not-in-family, *, >50K
[31 - 32], [45781 - 159442], [14 - 15], 14084, 0, 50, Private, United-States, Female, White, Never-married, Not-in-family, *, >50K
[42 - 43], 159449, 13, [5178 - 7298], 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
[42 - 43], 159449, 13, [5178 - 7298], 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
[42 - 43], 159449, 13, [5178 - 7298], 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K
37, [280464 - 287031], 10, [0 - 5178], 0, 80, Private, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
37, [280464 - 287031], 10, [0 - 5178], 0, 80, Private, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
37, [280464 - 287031], 10, [0 - 5178], 0, 80, Private, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
23, 122272, 13, 0, 0, [30 - 35], Private, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K
23, 122272, 13, 0, 0, [30 - 35], Private, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K
23, 122272, 13, 0, 0, [30 - 35], Private, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K
[32 - 36], [205019 - 226918], [12 - 13], 0, 0, 50, Private, United-States, Male, *, Never-married, Not-in-family, Sales, <=50K
[32 - 36], [205019 - 226918], [12 - 13], 0, 0, 50, Private, United-States, Male, *, Never-married, Not-in-family, Sales, <=50K
[32 - 36], [205019 - 226918], [12 - 13], 0, 0, 50, Private, United-States, Male, *, Never-married, Not-in-family, Sales, <=50K
[32 - 33], 186824, 9, 0, 0, 40, Private, United-States, Male, White, Never-married, Unmarried, Machine-op-inspct, <=50K
[32 - 33], 186824, 9, 0, 0, 40, Private, United-States, Male, White, Never-married, Unmarried, Machine-op-inspct, <=50K
[32 - 33], 186824, 9, 0, 0, 40, Private, United-States, Male, White, Never-married, Unmarried, Machine-op-inspct, <=50K
38, [28887 - 89040], 7, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
