age, hours-per-week, education-num, workclass, native-country, sex, race, relationship, occupation, income, marital-status
57, 60, 14.5, *, *, *, *, *, *, *, Never-married
57, 60, 14.5, *, *, *, *, *, *, *, Never-married
57, 60, 14.5, *, *, *, *, *, *, *, Married-civ-spouse
57, 60, 14.5, *, *, *, *, *, *, *, Divorced
57, 60, 14.5, *, *, *, *, *, *, *, Married-civ-spouse
57, 60, 14.5, *, *, *, *, *, *, *, Married-civ-spouse
57, 60, 14.5, *, *, *, *, *, *, *, Divorced
57, 60, 14.5, *, *, *, *, *, *, *, Married-civ-spouse
57, 60, 14.5, *, *, *, *, *, *, *, Married-civ-spouse
57, 60, 14.5, *, *, *, *, *, *, *, Divorced
57, 60, 14.5, *, *, *, *, *, *, *, Married-civ-spouse
57, 60, 14.5, *, *, *, *, *, *, *, Divorced
57, 60, 14.5, *, *, *, *, *, *, *, Married-civ-spouse
57, 60, 14.5, *, *, *, *, *, *, *, Married-civ-spouse
57, 60, 14.5, *, *, *, *, *, *, *, Never-married
57, 60, 14.5, *, *, *, *, *, *, *, Married-civ-spouse
57, 60, 14.5, *, *, *, *, *, *, *, Married-civ-spouse
57, 60, 14.5, *, *, *, *, *, *, *, Never-married
57, 60, 14.5, *, *, *, *, *, *, *, Married-civ-spouse
57, 60, 14.5, *, *, *, *, *, *, *, Married-civ-spouse
57, 60, 14.5, *, *, *, *, *, *, *, Divorced
57, 60, 14.5, *, *, *, *, *, *, *, Never-married
57, 60, 14.5, *, *, *, *, *, *, *, Separated
57, 60, 14.5, *, *, *, *, *, *, *, Divorced
57, 60, 14.5, *, *, *, *, *, *, *, Married-civ-spouse
57, 60, 14.5, *, *, *, *, *, *, *, Never-married
57, 60, 14.5, *, *, *, *, *, *, *, Divorced
57, 60, 14.5, *, *, *, *, *, *, *, Never-married
57, 60, 14.5, *, *, *, *, *, *, *, Never-married
57, 60, 14.5, *, *, *, *, *, *, *, Divorced
57, 60, 14.5, *, *, *, *, *, *, *, Widowed
57, 60, 14.5, *, *, *, *, *, *, *, Never-married
57, 60, 14.5, *, *, *, *, *, *, *, Divorced
57, 60, 14.5, *, *, *, *, *, *, *, Never-married
57, 60, 14.5, *, *, *, *, *, *, *, Divorced
57, 60, 14.5, *, *, *, *, *, *, *, Never-married
57, 60, 14.5, *, *, *, *, *, *, *, Divorced
