age, hours-per-week, workclass, native-country, sex, race, relationship, occupation, marital-status, income, education-num
39.5, 40, *, United-States, *, *, *, Adm-clerical, *, <=50K, 13
39.5, 40, *, United-States, *, *, *, Adm-clerical, *, <=50K, 12
39.5, 40, *, United-States, *, *, *, Adm-clerical, *, <=50K, 10
39.5, 40, *, United-States, *, *, *, Adm-clerical, *, <=50K, 10
39.5, 40, *, United-States, *, *, *, Adm-clerical, *, <=50K, 9
39.5, 40, *, United-States, *, *, *, Adm-clerical, *, <=50K, 10
39.5, 40, *, United-States, *, *, *, Adm-clerical, *, <=50K, 12
39.5, 40, *, United-States, *, *, *, Adm-clerical, *, <=50K, 13
39.5, 40, *, United-States, *, *, *, Adm-clerical, *, <=50K, 13
39.5, 40, *, United-States, *, *, *, Adm-clerical, *, <=50K, 10
56, 16.5, *, United-States, *, *, *, *, *, <=50K, 13
56, 16.5, *, United-States, *, *, *, *, *, <=50K, 9
56, 16.5, *, United-States, *, *, *, *, *, <=50K, 9
56, 16.5, *, United-States, *, *, *, *, *, <=50K, 10
56, 16.5, *, United-States, *, *, *, *, *, <=50K, 9
56, 16.5, *, United-States, *, *, *, *, *, <=50K, 5
56, 16.5, *, United-States, *, *, *, *, *, <=50K, 10
56, 16.5, *, United-States, *, *, *, *, *, <=50K, 9
56, 16.5, *, United-States, *, *, *, *, *, <=50K, 10
56, 16.5, *, United-States, *, *, *, *, *, <=50K, 15
39, 40, *, United-States, Male, *, *, manual-labor, *, <=50K, 9
39, 40, *, United-States, Male, *, *, manual-labor, *, <=50K, 10
39, 40, *, United-States, Male, *, *, manual-labor, *, <=50K, 10
39, 40, *, United-States, Male, *, *, manual-labor, *, <=50K, 10
39, 40, *, United-States, Male, *, *, manual-labor, *, <=50K, 9
39, 40, *, United-States, Male, *, *, manual-labor, *, <=50K, 13
39, 40, *, United-States, Male, *, *, manual-labor, *, <=50K, 11
39, 40, *, United-States, Male, *, *, manual-labor, *, <=50K, 6
39, 40, *, United-States, Male, *, *, manual-labor, *, <=50K, 9
39, 40, *, United-States, Male, *, *, manual-labor, *, <=50K, 9
53.5, 40, Private, United-States, Male, *, *, manual-labor, *, <=50K, 7
53.5, 40, Private, United-States, Male, *, *, manual-labor, *, <=50K, 9
53.5, 40, Private, United-States, Male, *, *, manual-labor, *, <=50K, 9
53.5, 40, Private, United-States, Male, *, *, manual-labor, *, <=50K, 10
53.5, 40, Private, United-States, Male, *, *, manual-labor, *, <=50K, 9
53.5, 40, Private, United-States, Male, *, *, manual-labor, *, <=50K, 9
53.5, 40, Private, United-States, Male, *, *, manual-labor, *, <=50K, 4
53.5, 40, Private, United-States, Male, *, *, manual-labor, *, <=50K, 10
53.5, 40, Private, United-States, Male, *, *, manual-labor, *, <=50K, 4
53.5, 40, Private, United-States, Male, *, *, manual-labor, *, <=50K, 7
28.5, 40, *, America, *, *, *, Prof-specialty, *, <=50K, 13
28.5, 40, *, America, *, *, *, Prof-specialty, *, <=50K, 13
28.5, 40, *, America, *, *, *, Prof-specialty, *, <=50K, 16
28.5, 40, *, America, *, *, *, Prof-specialty, *, <=50K, 13
28.5, 40, *, America, *, *, *, Prof-specialty, *, <=50K, 13
28.5, 40, *, America, *, *, *, Prof-specialty, *, <=50K, 13
28.5, 40, *, America, *, *, *, Prof-specialty, *, <=50K, 13
28.5, 40, *, America, *, *, *, Prof-specialty, *, <=50K, 15
28.5, 40, *, America, *, *, *, Prof-specialty, *, <=50K, 13
28.5, 40, *, America, *, *, *, Prof-specialty, *, <=50K, 16
38.5, 40, *, United-States, *, White, *, Exec-managerial, *, <=50K, 14
38.5, 40, *, United-States, *, White, *, Exec-managerial, *, <=50K, 9
38.5, 40, *, United-States, *, White, *, Exec-managerial, *, <=50K, 6
38.5, 40, *, United-States, *, White, *, Exec-managerial, *, <=50K, 9
38.5, 40, *, United-States, *, White, *, Exec-managerial, *, <=50K, 10
38.5, 40, *, United-States, *, White, *, Exec-managerial, *, <=50K, 9
38.5, 40, *, United-States, *, White, *, Exec-managerial, *, <=50K, 13
38.5, 40, *, United-States, *, White, *, Exec-managerial, *, <=50K, 13
38.5, 40, *, United-States, *, White, *, Exec-managerial, *, <=50K, 9
38.5, 40, *, United-States, *, White, *, Exec-managerial, *, <=50K, 10
53.5, 18, Self, America, *, *, *, *, *, *, 5
