age, hours-per-week, education-num, workclass, native-country, sex, race, relationship, occupation, marital-status, income
40.5, 40, 13, *, United-States, *, White, *, Adm-clerical, *, <=50K
40.5, 40, 13, *, United-States, *, White, *, Adm-clerical, *, <=50K
40.5, 40, 13, *, United-States, *, White, *, Adm-clerical, *, <=50K
40.5, 40, 13, *, United-States, *, White, *, Adm-clerical, *, >50K
40.5, 40, 13, *, United-States, *, White, *, Adm-clerical, *, <=50K
40.5, 40, 13, *, United-States, *, White, *, Adm-clerical, *, <=50K
40.5, 40, 13, *, United-States, *, White, *, Adm-clerical, *, <=50K
40.5, 40, 13, *, United-States, *, White, *, Adm-clerical, *, <=50K
40.5, 40, 13, *, United-States, *, White, *, Adm-clerical, *, <=50K
40.5, 40, 13, *, United-States, *, White, *, Adm-clerical, *, <=50K
52, 26.5, 13.5, Self, *, *, *, *, Exec-managerial, *, <=50K
52, 26.5, 13.5, Self, *, *, *, *, Exec-managerial, *, <=50K
52, 26.5, 13.5, Self, *, *, *, *, Exec-managerial, *, >50K
52, 26.5, 13.5, Self, *, *, *, *, Exec-managerial, *, >50K
52, 26.5, 13.5, Self, *, *, *, *, Exec-managerial, *, >50K
52, 26.5, 13.5, Self, *, *, *, *, Exec-managerial, *, <=50K
52, 26.5, 13.5, Self, *, *, *, *, Exec-managerial, *, >50K
52, 26.5, 13.5, Self, *, *, *, *, Exec-managerial, *, <=50K
52, 26.5, 13.5, Self, *, *, *, *, Exec-managerial, *, >50K
52, 26.5, 13.5, Self, *, *, *, *, Exec-managerial, *, >50K
41, 40, 9, Private, United-States, Male, *, *, Handlers-cleaners, *, <=50K
41, 40, 9, Private, United-States, Male, *, *, Handlers-cleaners, *, <=50K
41, 40, 9, Private, United-States, Male, *, *, Handlers-cleaners, *, <=50K
41, 40, 9, Private, United-States, Male, *, *, Handlers-cleaners, *, <=50K
41, 40, 9, Private, United-States, Male, *, *, Handlers-cleaners, *, <=50K
41, 40, 9, Private, United-States, Male, *, *, Handlers-cleaners, *, <=50K
41, 40, 9, Private, United-States, Male, *, *, Handlers-cleaners, *, <=50K
41, 40, 9, Private, United-States, Male, *, *, Handlers-cleaners, *, <=50K
41, 40, 9, Private, United-States, Male, *, *, Handlers-cleaners, *, <=50K
41, 40, 9, Private, United-States, Male, *, *, Handlers-cleaners, *, <=50K
58.5, 45, 7, Private, United-States, *, *, *, *, *, <=50K
58.5, 45, 7, Private, United-States, *, *, *, *, *, <=50K
58.5, 45, 7, Private, United-States, *, *, *, *, *, <=50K
58.5, 45, 7, Private, United-States, *, *, *, *, *, <=50K
58.5, 45, 7, Private, United-States, *, *, *, *, *, <=50K
58.5, 45, 7, Private, United-States, *, *, *, *, *, <=50K
58.5, 45, 7, Private, United-States, *, *, *, *, *, <=50K
58.5, 45, 7, Private, United-States, *, *, *, *, *, <=50K
58.5, 45, 7, Private, United-States, *, *, *, *, *, <=50K
58.5, 45, 7, Private, United-States, *, *, *, *, *, <=50K
30, 40, 13, Private, *, *, *, *, Prof-specialty, *, <=50K
30, 40, 13, Private, *, *, *, *, Prof-specialty, *, <=50K
30, 40, 13, Private, *, *, *, *, Prof-specialty, *, >50K
30, 40, 13, Private, *, *, *, *, Prof-specialty, *, <=50K
30, 40, 13, Private, *, *, *, *, Prof-specialty, *, <=50K
30, 40, 13, Private, *, *, *, *, Prof-specialty, *, <=50K
30, 40, 13, Private, *, *, *, *, Prof-specialty, *, <=50K
30, 40, 13, Private, *, *, *, *, Prof-specialty, *, >50K
30, 40, 13, Private, *, *, *, *, Prof-specialty, *, <=50K
30, 40, 13, Private, *, *, *, *, Prof-specialty, *, <=50K
40.5, 41.5, 14, Private, *, *, *, *, Exec-managerial, *, <=50K
40.5, 41.5, 14, Private, *, *, *, *, Exec-managerial, *, <=50K
40.5, 41.5, 14, Private, *, *, *, *, Exec-managerial, *, >50K
40.5, 41.5, 14, Private, *, *, *, *, Exec-managerial, *, >50K
40.5, 41.5, 14, Private, *, *, *, *, Exec-managerial, *, >50K
40.5, 41.5, 14, Private, *, *, *, *, Exec-managerial, *, >50K
40.5, 41.5, 14, Private, *, *, *, *, Exec-managerial, *, >50K
40.5, 41.5, 14, Private, *, *, *, *, Exec-managerial, *, >50K
40.5, 41.5, 14, Private, *, *, *, *, Exec-managerial, *, >50K
40.5, 41.5, 14, Private, *, *, *, *, Exec-managerial, *, >50K
54, 28, 5.5, Self, America, *, *, *, services, *, <=50K
54, 28, 5.5, Self, America, *, *, *, services, *, <=50K
54, 28, 5.5, Self, America, *, *, *, services, *, <=50K
54, 28, 5.5, Self, America, *, *, *, services, *, <=50K
54, 28, 5.5, Self, America, *, *, *, services, *, <=50K
54, 28, 5.5, Self, America, *, *, *, services, *, <=50K
54, 28, 5.5, Self, America, *, *, *, services, *, <=50K
54, 28, 5.5, Self, America, *, *, *, services, *, <=50K
54, 28, 5.5, Self, America, *, *, *, services, *, <=50K
54, 28, 5.5, Self, America, *, *, *, services, *, >50K
54.5, 47.5, 9.5, Self, *, Male, *, *, Exec-managerial, *, >50K
54.5, 47.5, 9.5, Self, *, Male, *, *, Exec-managerial, *, <=50K
54.5, 47.5, 9.5, Self, *, Male, *, *, Exec-managerial, *, >50K
54.5, 47.5, 9.5, Self, *, Male, *, *, Exec-managerial, *, >50K
54.5, 47.5, 9.5, Self, *, Male, *, *, Exec-managerial, *, >50K
54.5, 47.5, 9.5, Self, *, Male, *, *, Exec-managerial, *, <=50K
54.5, 47.5, 9.5, Self, *, Male, *, *, Exec-managerial, *, >50K
54.5, 47.5, 9.5, Self, *, Male, *, *, Exec-managerial, *, >50K
54.5, 47.5, 9.5, Self, *, Male, *, *, Exec-managerial, *, >50K
54.5, 47.5, 9.5, Self, *, Male, *, *, Exec-managerial, *, <=50K
33.5, 55, 14, Private, United-States, *, White, *, Prof-specialty, *, >50K
33.5, 55, 14, Private, United-States, *, White, *, Prof-specialty, *, <=50K
33.5, 55, 14, Private, United-States, *, White, *, Prof-specialty, *, <=50K
33.5, 55, 14, Private, United-States, *, White, *, Prof-specialty, *, >50K
33.5, 55, 14, Private, United-States, *, White, *, Prof-specialty, *, >50K
33.5, 55, 14, Private, United-States, *, White, *, Prof-specialty, *, <=50K
33.5, 55, 14, Private, United-States, *, White, *, Prof-specialty, *, >50K
33.5, 55, 14, Private, United-States, *, White, *, Prof-specialty, *, >50K
33.5, 55, 14, Private, United-States, *, White, *, Prof-specialty, *, <=50K
33.5, 55, 14, Private, United-States, *, White, *, Prof-specialty, *, >50K
43.5, 40, 13, Private, *, Male, *, *, Exec-managerial, *, >50K
43.5, 40, 13, Private, *, Male, *, *, Exec-managerial, *, <=50K
43.5, 40, 13, Private, *, Male, *, *, Exec-managerial, *, >50K
43.5, 40, 13, Private, *, Male, *, *, Exec-managerial, *, >50K
43.5, 40, 13, Private, *, Male, *, *, Exec-managerial, *, >50K
43.5, 40, 13, Private, *, Male, *, *, Exec-managerial, *, >50K
43.5, 40, 13, Private, *, Male, *, *, Exec-managerial, *, >50K
43.5, 40, 13, Private, *, Male, *, *, Exec-managerial, *, <=50K
43.5, 40, 13, Private, *, Male, *, *, Exec-managerial, *, >50K
43.5, 40, 13, Private, *, Male, *, *, Exec-managerial, *, <=50K
43, 82.5, 10, Self, *, Male, *, *, *, *, >50K
43, 82.5, 10, Self, *, Male, *, *, *, *, <=50K
43, 82.5, 10, Self, *, Male, *, *, *, *, >50K
43, 82.5, 10, Self, *, Male, *, *, *, *, <=50K
43, 82.5, 10, Self, *, Male, *, *, *, *, <=50K
43, 82.5, 10, Self, *, Male, *, *, *, *, >50K
43, 82.5, 10, Self, *, Male, *, *, *, *, >50K
43, 82.5, 10, Self, *, Male, *, *, *, *, <=50K
43, 82.5, 10, Self, *, Male, *, *, *, *, <=50K
43, 82.5, 10, Self, *, Male, *, *, *, *, >50K
32, 40, 13, *, *, *, *, *, Prof-specialty, *, >50K
32, 40, 13, *, *, *, *, *, Prof-specialty, *, >50K
32, 40, 13, *, *, *, *, *, Prof-specialty, *, <=50K
32, 40, 13, *, *, *, *, *, Prof-specialty, *, <=50K
32, 40, 13, *, *, *, *, *, Prof-specialty, *, <=50K
