age, hours-per-week, workclass, native-country, sex, race, relationship, occupation, marital-status, income, education-num
39.5, 40, *, United-States, Male, White, *, bureaucracy, *, <=50K, 13
39.5, 40, *, United-States, Male, White, *, bureaucracy, *, <=50K, 12
39.5, 40, *, United-States, Male, White, *, bureaucracy, *, <=50K, 9
39.5, 40, *, United-States, Male, White, *, bureaucracy, *, <=50K, 13
39.5, 40, *, United-States, Male, White, *, bureaucracy, *, <=50K, 13
53, 16.5, Self, United-States, Male, White, Husband, *, Married-civ-spouse, <=50K, 13
53, 16.5, Self, United-States, Male, White, Husband, *, Married-civ-spouse, <=50K, 5
53, 16.5, Self, United-States, Male, White, Husband, *, Married-civ-spouse, <=50K, 9
53, 16.5, Self, United-States, Male, White, Husband, *, Married-civ-spouse, <=50K, 6
53, 16.5, Self, United-States, Male, White, Husband, *, Married-civ-spouse, <=50K, 15
38, 40, Private, United-States, Male, White, *, manual-labor, *, <=50K, 9
38, 40, Private, United-States, Male, White, *, manual-labor, *, <=50K, 10
38, 40, Private, United-States, Male, White, *, manual-labor, *, <=50K, 10
38, 40, Private, United-States, Male, White, *, manual-labor, *, <=50K, 11
38, 40, Private, United-States, Male, White, *, manual-labor, *, <=50K, 9
53.5, 40, Self, United-States, Male, Black, Husband, *, Married-civ-spouse, <=50K, 7
53.5, 40, Self, United-States, Male, Black, Husband, *, Married-civ-spouse, <=50K, 9
53.5, 40, Self, United-States, Male, Black, Husband, *, Married-civ-spouse, <=50K, 9
53.5, 40, Self, United-States, Male, Black, Husband, *, Married-civ-spouse, <=50K, 13
53.5, 40, Self, United-States, Male, Black, Husband, *, Married-civ-spouse, <=50K, 7
28.5, 40, Private, *, Female, *, Wife, *, Married-civ-spouse, <=50K, 13
28.5, 40, Private, *, Female, *, Wife, *, Married-civ-spouse, <=50K, 10
28.5, 40, Private, *, Female, *, Wife, *, Married-civ-spouse, <=50K, 11
28.5, 40, Private, *, Female, *, Wife, *, Married-civ-spouse, <=50K, 9
28.5, 40, Private, *, Female, *, Wife, *, Married-civ-spouse, <=50K, 6
37, 40, Private, United-States, Female, White, *, bureaucracy, *, <=50K, 14
37, 40, Private, United-States, Female, White, *, bureaucracy, *, <=50K, 10
37, 40, Private, United-States, Female, White, *, bureaucracy, *, <=50K, 6
37, 40, Private, United-States, Female, White, *, bureaucracy, *, <=50K, 9
37, 40, Private, United-States, Female, White, *, bureaucracy, *, <=50K, 13
51.5, 18, Private, America, Female, Black, *, services, *, <=50K, 5
51.5, 18, Private, America, Female, Black, *, services, *, <=50K, 9
51.5, 18, Private, America, Female, Black, *, services, *, <=50K, 7
51.5, 18, Private, America, Female, Black, *, services, *, <=50K, 9
51.5, 18, Private, America, Female, Black, *, services, *, <=50K, 9
53, 45, Self, United-States, Male, *, Husband, Exec-managerial, Married-civ-spouse, >50K, 9
53, 45, Self, United-States, Male, *, Husband, Exec-managerial, Married-civ-spouse, >50K, 10
53, 45, Self, United-States, Male, *, Husband, Exec-managerial, Married-civ-spouse, >50K, 10
53, 45, Self, United-States, Male, *, Husband, Exec-managerial, Married-civ-spouse, >50K, 9
53, 45, Self, United-States, Male, *, Husband, Exec-managerial, Married-civ-spouse, >50K, 13
31.5, 50, *, United-States, *, White, *, *, *, >50K, 14
31.5, 50, *, United-States, *, White, *, *, *, >50K, 13
31.5, 50, *, United-States, *, White, *, *, *, >50K, 11
31.5, 50, *, United-States, *, White, *, *, *, >50K, 13
31.5, 50, *, United-States, *, White, *, *, *, >50K, 13
43, 40, Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K, 13
43, 40, Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K, 13
43, 40, Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K, 13
43, 40, Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K, 12
43, 40, Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K, 14
39.5, 80, Self, United-States, Male, *, Husband, *, Married-civ-spouse, >50K, 10
39.5, 80, Self, United-States, Male, *, Husband, *, Married-civ-spouse, >50K, 13
39.5, 80, Self, United-States, Male, *, Husband, *, Married-civ-spouse, >50K, 15
39.5, 80, Self, United-States, Male, *, Husband, *, Married-civ-spouse, >50K, 13
39.5, 80, Self, United-States, Male, *, Husband, *, Married-civ-spouse, >50K, 13
30.5, 40, *, *, Male, *, Husband, services, Married-civ-spouse, >50K, 13
30.5, 40, *, *, Male, *, Husband, services, Married-civ-spouse, >50K, 13
