age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,native-country,sex,race,marital-status,relationship,occupation,income
38,215646,9,0,0,40,Private,United-States,Male,White,Divorced,Not-in-family,Handlers-cleaners,<=50K
42,159449,13,5178,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
23,122272,13,0,0,30,Private,United-States,Female,White,Never-married,Own-child,Adm-clerical,<=50K
38,28887,7,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,<=50K
40,193524,16,0,0,60,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,>50K
19,168294,9,0,0,40,Private,United-States,Male,White,Never-married,Own-child,Craft-repair,<=50K
49,193366,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
21,197200,10,0,0,40,Private,United-States,Male,White,Never-married,Own-child,Machine-op-inspct,<=50K
24,172987,13,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Tech-support,<=50K
25,289980,9,0,0,35,Private,United-States,Male,White,Never-married,Not-in-family,Handlers-cleaners,<=50K
53,144361,9,0,0,38,Private,United-States,Male,White,Married-civ-spouse,Husband,Machine-op-inspct,<=50K
41,101603,11,0,0,40,State-gov,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
29,271466,11,0,0,43,Private,United-States,Male,White,Never-married,Not-in-family,Prof-specialty,<=50K
43,237993,10,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Tech-support,>50K
41,147372,9,0,0,48,Private,United-States,Male,White,Married-civ-spouse,Husband,Adm-clerical,<=50K
30,188146,9,5013,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Machine-op-inspct,<=50K
30,59496,13,2407,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,<=50K
48,149640,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Transport-moving,<=50K
42,116632,16,0,0,45,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,>50K
36,155537,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
28,183175,10,0,0,40,Private,United-States,Female,White,Divorced,Not-in-family,Adm-clerical,<=50K
19,101509,10,0,0,32,Private,United-States,Male,White,Never-married,Own-child,Prof-specialty,<=50K
23,211678,10,0,0,40,Private,United-States,Male,White,Never-married,Not-in-family,Machine-op-inspct,<=50K
40,32214,12,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Adm-clerical,<=50K
18,309634,7,0,0,22,Private,United-States,Female,White,Never-married,Own-child,Other-service,<=50K
59,159937,9,0,0,48,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,<=50K
33,202051,14,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,<=50K
57,249977,11,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,<=50K
37,202683,10,0,0,48,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,>50K
76,124191,14,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
44,198282,13,15024,0,60,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
29,103432,9,0,0,40,Private,United-States,Male,White,Never-married,Not-in-family,Craft-repair,<=50K
30,194901,7,0,0,40,Private,United-States,Male,White,Never-married,Own-child,Handlers-cleaners,<=50K
42,124692,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Handlers-cleaners,<=50K
38,65324,15,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,>50K
53,95647,5,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Handlers-cleaners,<=50K
55,247552,10,0,0,56,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,<=50K
22,102632,9,0,0,41,Private,United-States,Male,White,Never-married,Not-in-family,Craft-repair,<=50K
21,199915,10,0,0,40,Private,United-States,Female,White,Never-married,Own-child,Other-service,<=50K
40,118853,13,0,0,60,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,<=50K
31,114937,12,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Adm-clerical,>50K
39,365739,10,0,0,40,Private,United-States,Male,White,Divorced,Not-in-family,Craft-repair,<=50K
37,254202,13,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,<=50K
22,175374,10,0,0,24,Private,United-States,Male,White,Married-civ-spouse,Husband,Other-service,<=50K
64,181232,7,0,2179,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
34,198183,9,0,0,40,Private,United-States,Female,White,Never-married,Not-in-family,Adm-clerical,<=50K
21,296158,9,0,0,35,Private,United-States,Male,White,Never-married,Own-child,Craft-repair,<=50K
48,187715,9,0,0,46,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
23,214542,13,0,0,40,Private,United-States,Male,White,Never-married,Not-in-family,Handlers-cleaners,<=50K
25,252752,9,0,0,40,Private,United-States,Female,White,Never-married,Unmarried,Other-service,<=50K
