age, fnlwgt, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 12
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 11
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 14
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 14
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 14
41, 97715.5, 2318.5, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 5
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 6
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 15
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 7
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 12
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 11
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
53.5, 146999.5, 0, 0, 16.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 9
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 9
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 9
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 9
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 10
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 9
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 8
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 10
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 9
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 10
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 9
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 10
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 9
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 9
40.5, 228804, 0, 0, 40, Self, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 7
54.5, 254978.5, 0, 0, 40, Private, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K, 7
