age, fnlwgt, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
40, 92411, 2174, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, bureaucracy, <=50K, 13
40, 92411, 2174, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, bureaucracy, <=50K, 13
40, 92411, 2174, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, bureaucracy, <=50K, 9
40, 92411, 2174, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, bureaucracy, <=50K, 13
40, 92411, 2174, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, bureaucracy, <=50K, 13
40, 92411, 2174, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, bureaucracy, <=50K, 13
40, 92411, 2174, 0, 40, *, United-States, Male, White, Never-married, Not-in-family, bureaucracy, <=50K, 10
53, 131513, 0, 0, 15.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
53, 131513, 0, 0, 15.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 6
53, 131513, 0, 0, 15.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
53, 131513, 0, 0, 15.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
53, 131513, 0, 0, 15.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
53, 131513, 0, 0, 15.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
53, 131513, 0, 0, 15.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
39, 228804, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 9
39, 228804, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 9
39, 228804, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 8
39, 228804, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 10
39, 228804, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 9
39, 228804, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 9
39, 228804, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 7
