age, fnlwgt, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
39.5, 79990.5, 2377, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 13
39.5, 79990.5, 2377, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 10
39.5, 79990.5, 2377, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 9
39.5, 79990.5, 2377, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 9
39.5, 79990.5, 2377, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 13
39.5, 79990.5, 2377, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 13
39.5, 79990.5, 2377, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 10
39.5, 79990.5, 2377, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 9
39.5, 79990.5, 2377, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 9
39.5, 79990.5, 2377, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 12
39.5, 79990.5, 2377, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 10
51, 136536.5, 0, 0, 14.5, Self, America, *, *, *, *, *, *, 13
51, 136536.5, 0, 0, 14.5, Self, America, *, *, *, *, *, *, 5
51, 136536.5, 0, 0, 14.5, Self, America, *, *, *, *, *, *, 9
51, 136536.5, 0, 0, 14.5, Self, America, *, *, *, *, *, *, 10
51, 136536.5, 0, 0, 14.5, Self, America, *, *, *, *, *, *, 9
51, 136536.5, 0, 0, 14.5, Self, America, *, *, *, *, *, *, 10
51, 136536.5, 0, 0, 14.5, Self, America, *, *, *, *, *, *, 9
51, 136536.5, 0, 0, 14.5, Self, America, *, *, *, *, *, *, 9
51, 136536.5, 0, 0, 14.5, Self, America, *, *, *, *, *, *, 3
51, 136536.5, 0, 0, 14.5, Self, America, *, *, *, *, *, *, 4
51, 136536.5, 0, 0, 14.5, Self, America, *, *, *, *, *, *, 10
38, 221001.5, 0, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 9
38, 221001.5, 0, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 10
38, 221001.5, 0, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 9
38, 221001.5, 0, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 3
38, 221001.5, 0, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 10
38, 221001.5, 0, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 10
