age, fnlwgt, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 13
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 11
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 10
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 9
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 13
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 9
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 9
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 9
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 13
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 13
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 10
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 9
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 11
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 9
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 6
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 12
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 9
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 9
39.5, 122793.5, 3280, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 10
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 13
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 5
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 5
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 9
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 9
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 12
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 9
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 10
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 10
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 14
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 9
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 10
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 9
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 9
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 9
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 4
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 3
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 4
51, 136536.5, 0, 0, 16.5, *, America, *, *, *, *, *, *, 10
38, 228804, 0, 0, 40, *, America, Male, White, *, *, *, <=50K, 9
38, 228804, 0, 0, 40, *, America, Male, White, *, *, *, <=50K, 10
38, 228804, 0, 0, 40, *, America, Male, White, *, *, *, <=50K, 9
38, 228804, 0, 0, 40, *, America, Male, White, *, *, *, <=50K, 3
38, 228804, 0, 0, 40, *, America, Male, White, *, *, *, <=50K, 9
38, 228804, 0, 0, 40, *, America, Male, White, *, *, *, <=50K, 2
38, 228804, 0, 0, 40, *, America, Male, White, *, *, *, <=50K, 10
38, 228804, 0, 0, 40, *, America, Male, White, *, *, *, <=50K, 10
