age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
[50 - 51], [83311 - 86373], 13, 0, 0, [13 - 25], Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
[50 - 51], [83311 - 86373], 13, 0, 0, [13 - 25], Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
[50 - 51], [83311 - 86373], 13, 0, 0, [13 - 25], Self, United-States, *, White, *, *, <=50K, Divorced
38, [215646 - 223433], 9, 0, 0, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Divorced
38, [215646 - 223433], 9, 0, 0, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Married-civ-spouse
38, [215646 - 223433], 9, 0, 0, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Never-married
[53 - 54], [234721 - 246936], 7, 0, 0, 40, Private, United-States, Male, *, *, *, *, Married-civ-spouse
[53 - 54], [234721 - 246936], 7, 0, 0, 40, Private, United-States, Male, *, *, *, *, Married-civ-spouse
[53 - 54], [234721 - 246936], 7, 0, 0, 40, Private, United-States, Male, *, *, *, *, Divorced
37, [284582 - 298444], 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
37, [284582 - 298444], 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
37, [284582 - 298444], 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
52, [209642 - 217663], 9, 0, 0, 45, Self, United-States, Male, White, *, *, *, Married-civ-spouse
52, [209642 - 217663], 9, 0, 0, 45, Self, United-States, Male, White, *, *, *, Married-civ-spouse
52, [209642 - 217663], 9, 0, 0, 45, Self, United-States, Male, White, *, *, *, Divorced
[31 - 33], [45781 - 72630], 14, 14084, 0, 50, *, United-States, *, White, *, *, >50K, Never-married
[31 - 33], [45781 - 72630], 14, 14084, 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[31 - 33], [45781 - 72630], 14, 14084, 0, 50, *, United-States, *, White, *, *, >50K, Never-married
42, [159449 - 174575], 13, [5178 - 7298], 0, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
42, [159449 - 174575], 13, [5178 - 7298], 0, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
42, [159449 - 174575], 13, [5178 - 7298], 0, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
[37 - 41], [280464 - 336643], 10, 0, 0, 80, Private, United-States, *, *, *, *, *, Married-civ-spouse
[37 - 41], [280464 - 336643], 10, 0, 0, 80, Private, United-States, *, *, *, *, *, Divorced
[37 - 41], [280464 - 336643], 10, 0, 0, 80, Private, United-States, *, *, *, *, *, Separated
23, 122272, 13, 0, 0, [30 - 32], Private, United-States, Female, White, *, bureaucracy, <=50K, Never-married
23, 122272, 13, 0, 0, [30 - 32], Private, United-States, Female, White, *, bureaucracy, <=50K, Never-married
23, 122272, 13, 0, 0, [30 - 32], Private, United-States, Female, White, *, bureaucracy, <=50K, Never-married
[32 - 34], [205019 - 208785], 12, 0, 0, 50, Private, United-States, Male, *, *, Sales, *, Never-married
[32 - 34], [205019 - 208785], 12, 0, 0, 50, Private, United-States, Male, *, *, Sales, *, Never-married
[32 - 34], [205019 - 208785], 12, 0, 0, 50, Private, United-States, Male, *, *, Sales, *, Divorced
32, [186824 - 188557], 9, 0, 0, 40, Private, United-States, Male, White, *, Machine-op-inspct, <=50K, Never-married
32, [186824 - 188557], 9, 0, 0, 40, Private, United-States, Male, White, *, Machine-op-inspct, <=50K, Never-married
32, [186824 - 188557], 9, 0, 0, 40, Private, United-States, Male, White, *, Machine-op-inspct, <=50K, Never-married
38, [28887 - 89040], 7, 0, 0, 50, Private, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
38, [28887 - 89040], 7, 0, 0, 50, Private, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
38, [28887 - 89040], 7, 0, 0, 50, Private, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[40 - 41], 193524, 16, 0, 0, 60, Private, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
[40 - 41], 193524, 16, 0, 0, 60, Private, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
[40 - 41], 193524, 16, 0, 0, 60, Private, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
[43 - 46], [117037 - 187033], [7 - 9], 0, [2042 - 2051], 40, Private, United-States, Male, White, Husband, manual-labor, *, Married-civ-spouse
[43 - 46], [117037 - 187033], [7 - 9], 0, [2042 - 2051], 40, Private, United-States, Male, White, Husband, manual-labor, *, Married-civ-spouse
[43 - 46], [117037 - 187033], [7 - 9], 0, [2042 - 2051], 40, Private, United-States, Male, White, Husband, manual-labor, *, Married-civ-spouse
59, [109015 - 113203], 9, 0, 0, 40, Private, United-States, Female, White, *, *, <=50K, Divorced
59, [109015 - 113203], 9, 0, 0, 40, Private, United-States, Female, White, *, *, <=50K, Divorced
59, [109015 - 113203], 9, 0, 0, 40, Private, United-States, Female, White, *, *, <=50K, Divorced
56, 216851, 13, 0, 0, 40, *, United-States, Male, White, Husband, services, >50K, Married-civ-spouse
56, 216851, 13, 0, 0, 40, *, United-States, Male, White, Husband, services, >50K, Married-civ-spouse
56, 216851, 13, 0, 0, 40, *, United-States, Male, White, Husband, services, >50K, Married-civ-spouse
19, 168294, 9, 0, 0, 40, Private, United-States, Male, White, Own-child, manual-labor, <=50K, Never-married
19, 168294, 9, 0, 0, 40, Private, United-States, Male, White, Own-child, manual-labor, <=50K, Never-married
19, 168294, 9, 0, 0, 40, Private, United-States, Male, White, Own-child, manual-labor, <=50K, Never-married
39, [367260 - 436361], 9, 0, 0, [80 - 84], Self, United-States, *, White, *, *, <=50K, Divorced
39, [367260 - 436361], 9, 0, 0, [80 - 84], Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
39, [367260 - 436361], 9, 0, 0, [80 - 84], Self, United-States, *, White, *, *, <=50K, Divorced
49, 193366, 9, 0, 0, 40, Private, United-States, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
49, 193366, 9, 0, 0, 40, Private, United-States, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
49, 193366, 9, 0, 0, 40, Private, United-States, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
45, [386940 - 405284], 13, 0, [1408 - 1741], [40 - 42], Private, United-States, *, White, *, *, <=50K, Divorced
45, [386940 - 405284], 13, 0, [1408 - 1741], [40 - 42], Private, United-States, *, White, *, *, <=50K, Never-married
45, [386940 - 405284], 13, 0, [1408 - 1741], [40 - 42], Private, United-States, *, White, *, *, <=50K, Never-married
30, 59951, 10, 0, 0, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
30, 59951, 10, 0, 0, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
30, 59951, 10, 0, 0, 40, *, United-States, *, White, *, *, <=50K, Divorced
21, [197200 - 204641], 10, 0, 0, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
21, [197200 - 204641], 10, 0, 0, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
21, [197200 - 204641], 10, 0, 0, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
