age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
[50 - 52], [83311 - 121548], 13, 0, 0, [13 - 30], Self, United-States, *, White, *, *, *, Married-civ-spouse
[50 - 52], [83311 - 121548], 13, 0, 0, [13 - 30], Self, United-States, *, White, *, *, *, Married-civ-spouse
[50 - 52], [83311 - 121548], 13, 0, 0, [13 - 30], Self, United-States, *, White, *, *, *, Divorced
[50 - 52], [83311 - 121548], 13, 0, 0, [13 - 30], Self, United-States, *, White, *, *, *, Never-married
[50 - 52], [83311 - 121548], 13, 0, 0, [13 - 30], Self, United-States, *, White, *, *, *, Married-civ-spouse
[50 - 52], [83311 - 121548], 13, 0, 0, [13 - 30], Self, United-States, *, White, *, *, *, Divorced
[50 - 52], [83311 - 121548], 13, 0, 0, [13 - 30], Self, United-States, *, White, *, *, *, Married-spouse-absent
38, [215646 - 245090], 9, 0, 0, 40, Private, America, Male, White, *, manual-labor, <=50K, Divorced
38, [215646 - 245090], 9, 0, 0, 40, Private, America, Male, White, *, manual-labor, <=50K, Married-civ-spouse
38, [215646 - 245090], 9, 0, 0, 40, Private, America, Male, White, *, manual-labor, <=50K, Married-civ-spouse
38, [215646 - 245090], 9, 0, 0, 40, Private, America, Male, White, *, manual-labor, <=50K, Never-married
38, [215646 - 245090], 9, 0, 0, 40, Private, America, Male, White, *, manual-labor, <=50K, Married-civ-spouse
38, [215646 - 245090], 9, 0, 0, 40, Private, America, Male, White, *, manual-labor, <=50K, Divorced
38, [215646 - 245090], 9, 0, 0, 40, Private, America, Male, White, *, manual-labor, <=50K, Married-civ-spouse
[53 - 57], [234721 - 246936], 7, 0, 0, 40, Self, United-States, Male, *, *, *, *, Married-civ-spouse
[53 - 57], [234721 - 246936], 7, 0, 0, 40, Self, United-States, Male, *, *, *, *, Married-civ-spouse
[53 - 57], [234721 - 246936], 7, 0, 0, 40, Self, United-States, Male, *, *, *, *, Separated
[53 - 57], [234721 - 246936], 7, 0, 0, 40, Self, United-States, Male, *, *, *, *, Married-civ-spouse
[53 - 57], [234721 - 246936], 7, 0, 0, 40, Self, United-States, Male, *, *, *, *, Divorced
[53 - 57], [234721 - 246936], 7, 0, 0, 40, Self, United-States, Male, *, *, *, *, Married-civ-spouse
[53 - 57], [234721 - 246936], 7, 0, 0, 40, Self, United-States, Male, *, *, *, *, Married-civ-spouse
[37 - 40], [284582 - 338033], 14, 0, 0, 40, *, United-States, *, White, *, *, *, Married-civ-spouse
[37 - 40], [284582 - 338033], 14, 0, 0, 40, *, United-States, *, White, *, *, *, Never-married
[37 - 40], [284582 - 338033], 14, 0, 0, 40, *, United-States, *, White, *, *, *, Married-civ-spouse
[37 - 40], [284582 - 338033], 14, 0, 0, 40, *, United-States, *, White, *, *, *, Married-civ-spouse
[37 - 40], [284582 - 338033], 14, 0, 0, 40, *, United-States, *, White, *, *, *, Married-civ-spouse
[37 - 40], [284582 - 338033], 14, 0, 0, 40, *, United-States, *, White, *, *, *, Never-married
[37 - 40], [284582 - 338033], 14, 0, 0, 40, *, United-States, *, White, *, *, *, Never-married
[52 - 53], [209642 - 231919], 9, 0, 0, 45, Self, United-States, *, White, *, *, *, Married-civ-spouse
[52 - 53], [209642 - 231919], 9, 0, 0, 45, Self, United-States, *, White, *, *, *, Married-civ-spouse
[52 - 53], [209642 - 231919], 9, 0, 0, 45, Self, United-States, *, White, *, *, *, Divorced
[52 - 53], [209642 - 231919], 9, 0, 0, 45, Self, United-States, *, White, *, *, *, Married-civ-spouse
[52 - 53], [209642 - 231919], 9, 0, 0, 45, Self, United-States, *, White, *, *, *, Married-civ-spouse
[52 - 53], [209642 - 231919], 9, 0, 0, 45, Self, United-States, *, White, *, *, *, Never-married
[52 - 53], [209642 - 231919], 9, 0, 0, 45, Self, United-States, *, White, *, *, *, Divorced
[31 - 40], [45781 - 237943], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Never-married
[31 - 40], [45781 - 237943], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[31 - 40], [45781 - 237943], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[31 - 40], [45781 - 237943], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[31 - 40], [45781 - 237943], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Never-married
[31 - 40], [45781 - 237943], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[31 - 40], [45781 - 237943], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Never-married
[42 - 44], [159449 - 196545], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 44], [159449 - 196545], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 44], [159449 - 196545], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 44], [159449 - 196545], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 44], [159449 - 196545], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 44], [159449 - 196545], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 44], [159449 - 196545], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[37 - 47], [280464 - 336643], 10, 0, 0, [80 - 89], Self, United-States, *, *, *, *, *, Married-civ-spouse
[37 - 47], [280464 - 336643], 10, 0, 0, [80 - 89], Self, United-States, *, *, *, *, *, Married-civ-spouse
[37 - 47], [280464 - 336643], 10, 0, 0, [80 - 89], Self, United-States, *, *, *, *, *, Divorced
[37 - 47], [280464 - 336643], 10, 0, 0, [80 - 89], Self, United-States, *, *, *, *, *, Married-civ-spouse
[37 - 47], [280464 - 336643], 10, 0, 0, [80 - 89], Self, United-States, *, *, *, *, *, Married-civ-spouse
[37 - 47], [280464 - 336643], 10, 0, 0, [80 - 89], Self, United-States, *, *, *, *, *, Separated
[37 - 47], [280464 - 336643], 10, 0, 0, [80 - 89], Self, United-States, *, *, *, *, *, Married-civ-spouse
[23 - 24], [122272 - 172496], 13, 0, 0, [30 - 33], Private, United-States, *, White, *, *, <=50K, Never-married
[23 - 24], [122272 - 172496], 13, 0, 0, [30 - 33], Private, United-States, *, White, *, *, <=50K, Never-married
[23 - 24], [122272 - 172496], 13, 0, 0, [30 - 33], Private, United-States, *, White, *, *, <=50K, Married-civ-spouse
[23 - 24], [122272 - 172496], 13, 0, 0, [30 - 33], Private, United-States, *, White, *, *, <=50K, Never-married
[23 - 24], [122272 - 172496], 13, 0, 0, [30 - 33], Private, United-States, *, White, *, *, <=50K, Never-married
[23 - 24], [122272 - 172496], 13, 0, 0, [30 - 33], Private, United-States, *, White, *, *, <=50K, Never-married
[23 - 24], [122272 - 172496], 13, 0, 0, [30 - 33], Private, United-States, *, White, *, *, <=50K, Never-married
[32 - 34], [205019 - 251421], 12, 0, 0, 50, *, United-States, Male, *, *, *, *, Never-married
