age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
[50 - 53], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 53], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 53], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 53], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 53], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 53], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 53], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 53], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 53], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 53], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 53], [83311 - 231230], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[38 - 41], [215646 - 241962], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[38 - 41], [215646 - 241962], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Never-married
[38 - 41], [215646 - 241962], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[38 - 41], [215646 - 241962], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Never-married
[38 - 41], [215646 - 241962], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Never-married
[38 - 41], [215646 - 241962], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[38 - 41], [215646 - 241962], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Never-married
[38 - 41], [215646 - 241962], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[38 - 41], [215646 - 241962], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Never-married
[38 - 41], [215646 - 241962], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
[38 - 41], [215646 - 241962], 9, 0, 0, 40, Private, North-America, Male, White, Not-in-family, manual-labor, <=50K, Divorced
