age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[50 - 58], [83311 - 231482], 13, 0, 0, [13 - 40], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
