age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Married-civ-spouse
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Married-civ-spouse
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Married-civ-spouse
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Married-civ-spouse
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Married-civ-spouse
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Married-civ-spouse
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Divorced
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Never-married
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Never-married
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Married-civ-spouse
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Divorced
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Divorced
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Married-spouse-absent
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Married-civ-spouse
[50 - 59], [83311 - 155963], 13, 0, 0, [13 - 35], Self, United-States, *, White, *, *, *, Married-civ-spouse
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Divorced
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Married-civ-spouse
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Married-civ-spouse
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Married-civ-spouse
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Married-civ-spouse
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Married-civ-spouse
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Never-married
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Never-married
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Married-civ-spouse
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Married-civ-spouse
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Never-married
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Married-civ-spouse
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Married-civ-spouse
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Divorced
38, [215646 - 273640], 9, 0, 0, 40, Private, America, *, White, *, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[53 - 63], [234721 - 245305], [7 - 9], 0, 0, [40 - 45], Self, United-States, Male, Black, Husband, *, *, Married-civ-spouse
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Married-civ-spouse
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Married-civ-spouse
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Married-civ-spouse
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Never-married
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Married-civ-spouse
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Married-civ-spouse
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Never-married
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Married-civ-spouse
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Divorced
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Married-civ-spouse
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Married-civ-spouse
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Married-civ-spouse
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Never-married
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Never-married
[37 - 44], [284582 - 356934], 14, 0, 0, 40, *, America, *, White, *, *, *, Never-married
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-civ-spouse
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-civ-spouse
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-civ-spouse
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Divorced
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-civ-spouse
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Divorced
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-civ-spouse
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-civ-spouse
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-spouse-absent
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Separated
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-civ-spouse
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-spouse-absent
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Never-married
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Divorced
[52 - 54], [209642 - 278329], 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-civ-spouse
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Never-married
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Never-married
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Never-married
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Never-married
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Never-married
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[31 - 50], [45781 - 266860], 14, [14084 - 15024], 0, 50, *, United-States, *, White, *, *, >50K, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[42 - 47], [159449 - 230684], 13, [5178 - 7688], 0, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Married-civ-spouse
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Married-civ-spouse
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Married-civ-spouse
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Married-civ-spouse
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Married-civ-spouse
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Married-civ-spouse
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Married-civ-spouse
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Married-civ-spouse
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Married-civ-spouse
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Married-civ-spouse
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Married-civ-spouse
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Married-civ-spouse
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Married-civ-spouse
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Divorced
[37 - 53], [280464 - 415051], 10, 0, 0, 80, Self, United-States, Male, Black, *, *, *, Married-civ-spouse
[23 - 26], [122272 - 205653], 13, 0, 0, [30 - 33], Private, United-States, *, White, *, *, *, Never-married
[23 - 26], [122272 - 205653], 13, 0, 0, [30 - 33], Private, United-States, *, White, *, *, *, Never-married
[23 - 26], [122272 - 205653], 13, 0, 0, [30 - 33], Private, United-States, *, White, *, *, *, Never-married
[23 - 26], [122272 - 205653], 13, 0, 0, [30 - 33], Private, United-States, *, White, *, *, *, Married-civ-spouse
[23 - 26], [122272 - 205653], 13, 0, 0, [30 - 33], Private, United-States, *, White, *, *, *, Married-civ-spouse
[23 - 26], [122272 - 205653], 13, 0, 0, [30 - 33], Private, United-States, *, White, *, *, *, Never-married
