age, fnlwgt, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
39, 78963, 2174, 0, 40, *, United-States, Male, White, *, *, bureaucracy, <=50K, 13
39, 78963, 2174, 0, 40, *, United-States, Male, White, *, *, bureaucracy, <=50K, 13
39, 78963, 2174, 0, 40, *, United-States, Male, White, *, *, bureaucracy, <=50K, 12
50, 98300.5, 0, 0, 14, Self, United-States, *, White, Married-civ-spouse, *, *, <=50K, 13
50, 98300.5, 0, 0, 14, Self, United-States, *, White, Married-civ-spouse, *, *, <=50K, 9
50, 98300.5, 0, 0, 14, Self, United-States, *, White, Married-civ-spouse, *, *, <=50K, 11
38, 219539.5, 0, 0, 40, Self, United-States, Male, White, *, Not-in-family, manual-labor, <=50K, 9
38, 219539.5, 0, 0, 40, Self, United-States, Male, White, *, Not-in-family, manual-labor, <=50K, 10
38, 219539.5, 0, 0, 40, Self, United-States, Male, White, *, Not-in-family, manual-labor, <=50K, 9
53, 235797, 0, 0, 40, *, United-States, Male, Black, Married-civ-spouse, Husband, *, *, 7
53, 235797, 0, 0, 40, *, United-States, Male, Black, Married-civ-spouse, Husband, *, *, 11
53, 235797, 0, 0, 40, *, United-States, Male, Black, Married-civ-spouse, Husband, *, *, 14
28, 338409, 0, 0, 40, Private, America, *, Black, *, *, *, <=50K, 13
28, 338409, 0, 0, 40, Private, America, *, Black, *, *, *, <=50K, 9
28, 338409, 0, 0, 40, Private, America, *, Black, *, *, *, <=50K, 10
37, 289437, 0, 0, 40, Private, United-States, *, White, Married-civ-spouse, *, *, <=50K, 14
37, 289437, 0, 0, 40, Private, United-States, *, White, Married-civ-spouse, *, *, <=50K, 15
37, 289437, 0, 0, 40, Private, United-States, *, White, Married-civ-spouse, *, *, <=50K, 9
49, 176870, 0, 0, 18, Private, America, Female, Black, *, Not-in-family, *, <=50K, 5
49, 176870, 0, 0, 18, Private, America, Female, Black, *, Not-in-family, *, <=50K, 9
49, 176870, 0, 0, 18, Private, America, Female, Black, *, Not-in-family, *, <=50K, 9
52, 215587, 0, 0, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
52, 215587, 0, 0, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
52, 215587, 0, 0, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
31.5, 62155.5, 14554, 0, 50, Self, United-States, *, White, *, *, *, >50K, 14
31.5, 62155.5, 14554, 0, 50, Self, United-States, *, White, *, *, *, >50K, 10
31.5, 62155.5, 14554, 0, 50, Self, United-States, *, White, *, *, *, >50K, 13
42, 167012, 5178, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
42, 167012, 5178, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
42, 167012, 5178, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
37, 281158, 0, 0, 80, Private, United-States, Male, Black, *, *, *, *, 10
37, 281158, 0, 0, 80, Private, United-States, Male, Black, *, *, *, *, 9
37, 281158, 0, 0, 80, Private, United-States, Male, Black, *, *, *, *, 9
30, 141297, 0, 0, 40, *, *, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, *, *, 13
30, 141297, 0, 0, 40, *, *, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, *, *, 9
30, 141297, 0, 0, 40, *, *, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, *, *, 11
23, 122272, 0, 0, 30, Private, United-States, *, White, Never-married, *, *, <=50K, 13
23, 122272, 0, 0, 30, Private, United-States, *, White, Never-married, *, *, <=50K, 10
23, 122272, 0, 0, 30, Private, United-States, *, White, Never-married, *, *, <=50K, 3
32.5, 209827, 0, 0, 50, Private, United-States, Male, Black, *, *, *, <=50K, 12
32.5, 209827, 0, 0, 50, Private, United-States, Male, Black, *, *, *, <=50K, 9
32.5, 209827, 0, 0, 50, Private, United-States, Male, Black, *, *, *, <=50K, 14
34, 245487, 0, 0, 46.5, Private, America, Male, Amer-Indian-Eskimo, Married-civ-spouse, Husband, *, *, 4
34, 245487, 0, 0, 46.5, Private, America, Male, Amer-Indian-Eskimo, Married-civ-spouse, Husband, *, *, 9
34, 245487, 0, 0, 46.5, Private, America, Male, Amer-Indian-Eskimo, Married-civ-spouse, Husband, *, *, 3
25, 185288, 0, 0, 35, Self, United-States, *, White, Never-married, Own-child, *, <=50K, 9
25, 185288, 0, 0, 35, Self, United-States, *, White, Never-married, Own-child, *, <=50K, 14
25, 185288, 0, 0, 35, Self, United-States, *, White, Never-married, Own-child, *, <=50K, 10
32, 187690.5, 0, 0, 40, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K, 9
32, 187690.5, 0, 0, 40, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K, 9
32, 187690.5, 0, 0, 40, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K, 9
38, 28887, 0, 0, 50, Private, United-States, Male, White, *, *, *, <=50K, 7
38, 28887, 0, 0, 50, Private, United-States, Male, White, *, *, *, <=50K, 10
38, 28887, 0, 0, 50, Private, United-States, Male, White, *, *, *, <=50K, 9
43, 298540.5, 0, 0, 45, Self, United-States, *, White, *, *, *, >50K, 14
43, 298540.5, 0, 0, 45, Self, United-States, *, White, *, *, *, >50K, 9
43, 298540.5, 0, 0, 45, Self, United-States, *, White, *, *, *, >50K, 13
40, 199359.5, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 16
40, 199359.5, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 10
40, 199359.5, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 12
54.5, 302146, 0, 0, 22.5, Private, United-States, *, Black, *, Unmarried, services, <=50K, 9
54.5, 302146, 0, 0, 22.5, Private, United-States, *, Black, *, Unmarried, services, <=50K, 3
54.5, 302146, 0, 0, 22.5, Private, United-States, *, Black, *, Unmarried, services, <=50K, 5
35.5, 76845, 0, 0, 40, *, United-States, *, Black, *, *, *, <=50K, 5
35.5, 76845, 0, 0, 40, *, United-States, *, Black, *, *, *, <=50K, 10
35.5, 76845, 0, 0, 40, *, United-States, *, Black, *, *, *, <=50K, 9
43, 117037, 0, 2042, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 7
43, 117037, 0, 2042, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
43, 117037, 0, 2042, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
59, 111523.5, 0, 0, 40, Private, United-States, Female, White, Divorced, *, *, <=50K, 9
59, 111523.5, 0, 0, 40, Private, United-States, Female, White, Divorced, *, *, <=50K, 13
59, 111523.5, 0, 0, 40, Private, United-States, Female, White, Divorced, *, *, <=50K, 9
56, 216851, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
56, 216851, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
56, 216851, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
19, 168294, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 9
19, 168294, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 9
19, 168294, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 9
40, 381545.5, 0, 0, 80, Self, United-States, *, White, *, *, Exec-managerial, *, 9
40, 381545.5, 0, 0, 80, Self, United-States, *, White, *, *, Exec-managerial, *, 13
40, 381545.5, 0, 0, 80, Self, United-States, *, White, *, *, Exec-managerial, *, 10
49, 193777.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
49, 193777.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 4
49, 193777.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
23.5, 193762.5, 0, 0, 52, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 12
23.5, 193762.5, 0, 0, 52, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
23.5, 193762.5, 0, 0, 52, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
20, 266015, 0, 0, 44, Private, America, *, Black, Never-married, Own-child, *, <=50K, 10
20, 266015, 0, 0, 44, Private, America, *, Black, Never-married, Own-child, *, <=50K, 10
20, 266015, 0, 0, 44, Private, America, *, Black, Never-married, Own-child, *, <=50K, 9
45, 407645, 0, 1574.5, 40, Private, United-States, *, White, *, *, *, <=50K, 13
45, 407645, 0, 1574.5, 40, Private, United-States, *, White, *, *, *, <=50K, 9
45, 407645, 0, 1574.5, 40, Private, United-States, *, White, *, *, *, <=50K, 13
30, 59951, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, *, *, <=50K, 10
30, 59951, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, *, *, <=50K, 13
30, 59951, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, *, *, <=50K, 10
22, 314477.5, 0, 0, 15, *, United-States, *, Black, *, *, *, <=50K, 10
22, 314477.5, 0, 0, 15, *, United-States, *, Black, *, *, *, <=50K, 10
22, 314477.5, 0, 0, 15, *, United-States, *, Black, *, *, *, <=50K, 9
48, 242406, 0, 0, 40, Private, America, Male, White, *, *, Machine-op-inspct, <=50K, 7
48, 242406, 0, 0, 40, Private, America, Male, White, *, *, Machine-op-inspct, <=50K, 9
48, 242406, 0, 0, 40, Private, America, Male, White, *, *, Machine-op-inspct, <=50K, 9
21, 197559, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 10
21, 197559, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 9
21, 197559, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 9
19, 559181, 0, 0, 26.5, Private, United-States, *, White, *, *, *, <=50K, 9
19, 559181, 0, 0, 26.5, Private, United-States, *, White, *, *, *, <=50K, 9
19, 559181, 0, 0, 26.5, Private, United-States, *, White, *, *, *, <=50K, 10
48, 265477, 0, 0, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 12
48, 265477, 0, 0, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
48, 265477, 0, 0, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 14
31, 508619.5, 0, 0, 44, Private, America, Male, White, *, *, manual-labor, <=50K, 5
31, 508619.5, 0, 0, 44, Private, America, Male, White, *, *, manual-labor, <=50K, 3
31, 508619.5, 0, 0, 44, Private, America, Male, White, *, *, manual-labor, <=50K, 2
53, 96218.5, 0, 0, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 13
53, 96218.5, 0, 0, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 10
53, 96218.5, 0, 0, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 10
24, 173724, 0, 0, 50, Private, United-States, *, White, *, *, services, <=50K, 13
24, 173724, 0, 0, 50, Private, United-States, *, White, *, *, services, <=50K, 13
24, 173724, 0, 0, 50, Private, United-States, *, White, *, *, services, <=50K, 14
49, 96260.5, 0, 0, 40, Private, United-States, Female, White, *, *, *, <=50K, 9
49, 96260.5, 0, 0, 40, Private, United-States, Female, White, *, *, *, <=50K, 8
49, 96260.5, 0, 0, 40, Private, United-States, Female, White, *, *, *, <=50K, 13
25, 306559.5, 0, 0, 35, Private, United-States, Male, White, *, *, manual-labor, <=50K, 9
25, 306559.5, 0, 0, 35, Private, United-States, Male, White, *, *, manual-labor, <=50K, 10
25, 306559.5, 0, 0, 35, Private, United-States, Male, White, *, *, manual-labor, <=50K, 13
57, 340872, 0, 0, 40, *, United-States, Male, Black, Married-civ-spouse, Husband, *, *, 13
57, 340872, 0, 0, 40, *, United-States, Male, Black, Married-civ-spouse, Husband, *, *, 10
57, 340872, 0, 0, 40, *, United-States, Male, Black, Married-civ-spouse, Husband, *, *, 9
53, 147072.5, 0, 0, 39, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
53, 147072.5, 0, 0, 39, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 3
53, 147072.5, 0, 0, 39, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
44, 128354, 0, 0, 40, Private, United-States, *, White, Divorced, Unmarried, *, <=50K, 14
44, 128354, 0, 0, 40, Private, United-States, *, White, Divorced, Unmarried, *, <=50K, 9
44, 128354, 0, 0, 40, Private, United-States, *, White, Divorced, Unmarried, *, <=50K, 9
41, 107463.5, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 11
41, 107463.5, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
41, 107463.5, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
29, 272738, 0, 0, 44, *, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 11
29, 272738, 0, 0, 44, *, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 14
29, 272738, 0, 0, 44, *, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 10
25.5, 36051, 0, 0, 40, Private, America, Female, Other, Married-civ-spouse, Wife, *, <=50K, 10
25.5, 36051, 0, 0, 40, Private, America, Female, Other, Married-civ-spouse, Wife, *, <=50K, 10
25.5, 36051, 0, 0, 40, Private, America, Female, Other, Married-civ-spouse, Wife, *, <=50K, 8
49.5, 51835, 0, 1902, 60, Self, America, *, White, Married-civ-spouse, *, *, >50K, 15
49.5, 51835, 0, 1902, 60, Self, America, *, White, Married-civ-spouse, *, *, >50K, 14
49.5, 51835, 0, 1902, 60, Self, America, *, White, Married-civ-spouse, *, *, >50K, 9
50, 265461, 0, 0, 55, *, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, >50K, 13
50, 265461, 0, 0, 55, *, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, >50K, 13
50, 265461, 0, 0, 55, *, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, >50K, 13
47, 119672.5, 0, 0, 60, Self, United-States, Male, White, *, *, Exec-managerial, *, 9
47, 119672.5, 0, 0, 60, Self, United-States, Male, White, *, *, Exec-managerial, *, 13
47, 119672.5, 0, 0, 60, Self, United-States, Male, White, *, *, Exec-managerial, *, 13
43, 240786.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 10
43, 240786.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
43, 240786.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
46, 216666, 0, 0, 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 3
46, 216666, 0, 0, 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 5
46, 216666, 0, 0, 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
35, 56352, 0, 0, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K, 11
35, 56352, 0, 0, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
35, 56352, 0, 0, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
41, 167347, 0, 0, 48, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
41, 167347, 0, 0, 48, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
41, 167347, 0, 0, 48, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
30, 188952.5, 5013, 0, 40, Private, United-States, Male, White, *, *, manual-labor, <=50K, 9
30, 188952.5, 5013, 0, 40, Private, United-States, Male, White, *, *, manual-labor, <=50K, 9
30, 188952.5, 5013, 0, 40, Private, United-States, Male, White, *, *, manual-labor, <=50K, 13
30, 59496, 2407, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, *, 13
30, 59496, 2407, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, *, 13
30, 59496, 2407, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, *, 12
48, 152649.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
48, 152649.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 11
48, 152649.5, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
42, 121973, 0, 0, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 16
42, 121973, 0, 0, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
42, 121973, 0, 0, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 10
29, 113799, 0, 0, 59, Private, United-States, Male, White, *, *, *, <=50K, 10
29, 113799, 0, 0, 59, Private, United-States, Male, White, *, *, *, <=50K, 7
29, 113799, 0, 0, 59, Private, United-States, Male, White, *, *, *, <=50K, 10
36, 155537, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
36, 155537, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 5
36, 155537, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
28, 183626.5, 0, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, *, <=50K, 10
28, 183626.5, 0, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, *, <=50K, 9
28, 183626.5, 0, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, *, <=50K, 8
53, 170100, 0, 0, 40, *, United-States, *, White, Married-civ-spouse, *, Adm-clerical, >50K, 9
53, 170100, 0, 0, 40, *, United-States, *, White, Married-civ-spouse, *, Adm-clerical, >50K, 10
53, 170100, 0, 0, 40, *, United-States, *, White, Married-civ-spouse, *, Adm-clerical, >50K, 9
49, 194359.5, 0, 0, 50, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 10
49, 194359.5, 0, 0, 50, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 10
49, 194359.5, 0, 0, 50, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
19.5, 101509, 0, 0, 32, Private, United-States, *, White, Never-married, Own-child, services, <=50K, 10
19.5, 101509, 0, 0, 32, Private, United-States, *, White, Never-married, Own-child, services, <=50K, 13
19.5, 101509, 0, 0, 32, Private, United-States, *, White, Never-married, Own-child, services, <=50K, 10
31, 309974, 0, 0, 40, Private, United-States, Female, Black, *, *, services, <=50K, 13
31, 309974, 0, 0, 40, Private, United-States, Female, Black, *, *, services, <=50K, 10
31, 309974, 0, 0, 40, Private, United-States, Female, Black, *, *, services, <=50K, 10
29, 171298.5, 0, 0, 70, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
29, 171298.5, 0, 0, 70, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 11
29, 171298.5, 0, 0, 70, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
23, 213536.5, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 10
23, 213536.5, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 13
23, 213536.5, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 9
79.5, 128736, 0, 0, 20, Self, United-States, Male, White, *, *, *, <=50K, 10
79.5, 128736, 0, 0, 20, Self, United-States, Male, White, *, *, *, <=50K, 10
79.5, 128736, 0, 0, 20, Self, United-States, Male, White, *, *, *, <=50K, 9
27, 214389.5, 0, 0, 40, Private, America, Male, White, Never-married, Own-child, services, <=50K, 9
27, 214389.5, 0, 0, 40, Private, America, Male, White, Never-married, Own-child, services, <=50K, 13
27, 214389.5, 0, 0, 40, Private, America, Male, White, Never-married, Own-child, services, <=50K, 13
40, 40058, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, bureaucracy, *, 12
40, 40058, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, bureaucracy, *, 13
40, 40058, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, bureaucracy, *, 9
18.5, 309634, 0, 0, 22.5, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K, 7
18.5, 309634, 0, 0, 22.5, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K, 10
18.5, 309634, 0, 0, 22.5, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K, 10
31, 126214, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 4
31, 126214, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 10
31, 126214, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 7
18.5, 453043.5, 0, 0, 30, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
18.5, 453043.5, 0, 0, 30, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
18.5, 453043.5, 0, 0, 30, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
52, 277926, 0, 0, 40, *, America, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
52, 277926, 0, 0, 40, *, America, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
52, 277926, 0, 0, 40, *, America, Male, White, Married-civ-spouse, Husband, *, <=50K, 14
46, 63437, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, *, *, 9
46, 63437, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, *, *, 10
46, 63437, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, *, *, 9
59, 159937, 0, 0, 48, Self, United-States, *, White, *, *, *, <=50K, 9
59, 159937, 0, 0, 48, Self, United-States, *, White, *, *, *, <=50K, 4
59, 159937, 0, 0, 48, Self, United-States, *, White, *, *, *, <=50K, 10
45, 343591, 14684, 0, 40, Self, United-States, *, White, *, *, *, >50K, 9
45, 343591, 14684, 0, 40, Self, United-States, *, White, *, *, *, >50K, 13
45, 343591, 14684, 0, 40, Self, United-States, *, White, *, *, *, >50K, 9
53.5, 346253, 0, 0, 35, *, United-States, Female, White, *, *, *, <=50K, 9
53.5, 346253, 0, 0, 35, *, United-States, Female, White, *, *, *, <=50K, 9
53.5, 346253, 0, 0, 35, *, United-States, Female, White, *, *, *, <=50K, 9
49, 272240.5, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
49, 272240.5, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 4
49, 272240.5, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
33, 204330, 0, 0, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 14
33, 204330, 0, 0, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
33, 204330, 0, 0, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
30, 55227.5, 0, 0, 40, Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 5
30, 55227.5, 0, 0, 40, Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 12
30, 55227.5, 0, 0, 40, Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 9
43, 419124.5, 0, 0, 50, *, United-States, *, White, Never-married, Not-in-family, Prof-specialty, >50K, 16
43, 419124.5, 0, 0, 50, *, United-States, *, White, Never-married, Not-in-family, Prof-specialty, >50K, 14
43, 419124.5, 0, 0, 50, *, United-States, *, White, Never-married, Not-in-family, Prof-specialty, >50K, 12
57, 253588.5, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 11
57, 253588.5, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
57, 253588.5, 0, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
37, 289355.5, 0, 0, 40, Private, United-States, *, White, Divorced, *, manual-labor, <=50K, 10
37, 289355.5, 0, 0, 40, Private, United-States, *, White, Divorced, *, manual-labor, <=50K, 9
37, 289355.5, 0, 0, 40, Private, United-States, *, White, Divorced, *, manual-labor, <=50K, 9
28, 212563, 0, 0, 25, Private, United-States, Female, Black, *, *, *, <=50K, 10
