age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income 
39, 88290.5, 13, 2174, 0, 40, *, *, *, White, *, *, *, <=50K
39, 88290.5, 13, 2174, 0, 40, *, *, *, White, *, *, *, <=50K
39, 88290.5, 13, 2174, 0, 40, *, *, *, White, *, *, *, >50K
39, 88290.5, 13, 2174, 0, 40, *, *, *, White, *, *, *, <=50K
39, 88290.5, 13, 2174, 0, 40, *, *, *, White, *, *, *, >50K
39, 88290.5, 13, 2174, 0, 40, *, *, *, White, *, *, *, <=50K
39, 88290.5, 13, 2174, 0, 40, *, *, *, White, *, *, *, <=50K
54, 118924, 13, 0, 0, 17, Self, *, *, *, *, *, *, <=50K
54, 118924, 13, 0, 0, 17, Self, *, *, *, *, *, *, >50K
54, 118924, 13, 0, 0, 17, Self, *, *, *, *, *, *, <=50K
54, 118924, 13, 0, 0, 17, Self, *, *, *, *, *, *, <=50K
54, 118924, 13, 0, 0, 17, Self, *, *, *, *, *, *, >50K
54, 118924, 13, 0, 0, 17, Self, *, *, *, *, *, *, <=50K
54, 118924, 13, 0, 0, 17, Self, *, *, *, *, *, *, <=50K
38, 222441, 9, 0, 0, 40, Private, America, Male, *, *, *, *, <=50K
38, 222441, 9, 0, 0, 40, Private, America, Male, *, *, *, *, <=50K
38, 222441, 9, 0, 0, 40, Private, America, Male, *, *, *, *, >50K
38, 222441, 9, 0, 0, 40, Private, America, Male, *, *, *, *, <=50K
38, 222441, 9, 0, 0, 40, Private, America, Male, *, *, *, *, <=50K
38, 222441, 9, 0, 0, 40, Private, America, Male, *, *, *, *, <=50K
38, 222441, 9, 0, 0, 40, Private, America, Male, *, *, *, *, <=50K
54.5, 257030.5, 7, 0, 0, 40, Self, United-States, *, *, *, *, *, <=50K
54.5, 257030.5, 7, 0, 0, 40, Self, United-States, *, *, *, *, *, <=50K
54.5, 257030.5, 7, 0, 0, 40, Self, United-States, *, *, *, *, *, <=50K
54.5, 257030.5, 7, 0, 0, 40, Self, United-States, *, *, *, *, *, <=50K
54.5, 257030.5, 7, 0, 0, 40, Self, United-States, *, *, *, *, *, >50K
54.5, 257030.5, 7, 0, 0, 40, Self, United-States, *, *, *, *, *, <=50K
54.5, 257030.5, 7, 0, 0, 40, Self, United-States, *, *, *, *, *, <=50K
28, 338409, 13, 0, 0, 40, *, *, *, *, *, *, *, <=50K
28, 338409, 13, 0, 0, 40, *, *, *, *, *, *, *, <=50K
28, 338409, 13, 0, 0, 40, *, *, *, *, *, *, *, <=50K
28, 338409, 13, 0, 0, 40, *, *, *, *, *, *, *, <=50K
28, 338409, 13, 0, 0, 40, *, *, *, *, *, *, *, <=50K
28, 338409, 13, 0, 0, 40, *, *, *, *, *, *, *, <=50K
28, 338409, 13, 0, 0, 40, *, *, *, *, *, *, *, <=50K
38.5, 291513, 14, 0, 0, 40, *, America, *, *, *, *, *, <=50K
38.5, 291513, 14, 0, 0, 40, *, America, *, *, *, *, *, >50K
38.5, 291513, 14, 0, 0, 40, *, America, *, *, *, *, *, <=50K
38.5, 291513, 14, 0, 0, 40, *, America, *, *, *, *, *, <=50K
38.5, 291513, 14, 0, 0, 40, *, America, *, *, *, *, *, >50K
38.5, 291513, 14, 0, 0, 40, *, America, *, *, *, *, *, <=50K
38.5, 291513, 14, 0, 0, 40, *, America, *, *, *, *, *, <=50K
52, 187641.5, 5, 0, 0, 20.5, Self, America, *, *, *, *, *, <=50K
52, 187641.5, 5, 0, 0, 20.5, Self, America, *, *, *, *, *, <=50K
52, 187641.5, 5, 0, 0, 20.5, Self, America, *, *, *, *, *, <=50K
52, 187641.5, 5, 0, 0, 20.5, Self, America, *, *, *, *, *, <=50K
52, 187641.5, 5, 0, 0, 20.5, Self, America, *, *, *, *, *, <=50K
52, 187641.5, 5, 0, 0, 20.5, Self, America, *, *, *, *, *, <=50K
52, 187641.5, 5, 0, 0, 20.5, Self, America, *, *, *, *, *, <=50K
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, >50K
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, <=50K
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, >50K
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, <=50K
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, <=50K
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, <=50K
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, <=50K
35.5, 141862, 14, 14554, 0, 50, Private, United-States, *, White, *, *, *, >50K
35.5, 141862, 14, 14554, 0, 50, Private, United-States, *, White, *, *, *, >50K
35.5, 141862, 14, 14554, 0, 50, Private, United-States, *, White, *, *, *, >50K
35.5, 141862, 14, 14554, 0, 50, Private, United-States, *, White, *, *, *, >50K
35.5, 141862, 14, 14554, 0, 50, Private, United-States, *, White, *, *, *, >50K
35.5, 141862, 14, 14554, 0, 50, Private, United-States, *, White, *, *, *, >50K
35.5, 141862, 14, 14554, 0, 50, Private, United-States, *, White, *, *, *, >50K
43, 177997, 13, 6433, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
43, 177997, 13, 6433, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
43, 177997, 13, 6433, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
43, 177997, 13, 6433, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
43, 177997, 13, 6433, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
43, 177997, 13, 6433, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
43, 177997, 13, 6433, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
40.5, 320872, 10, 0, 0, 84.5, Self, *, *, *, *, *, *, >50K
40.5, 320872, 10, 0, 0, 84.5, Self, *, *, *, *, *, *, <=50K
40.5, 320872, 10, 0, 0, 84.5, Self, *, *, *, *, *, *, <=50K
40.5, 320872, 10, 0, 0, 84.5, Self, *, *, *, *, *, *, <=50K
40.5, 320872, 10, 0, 0, 84.5, Self, *, *, *, *, *, *, >50K
40.5, 320872, 10, 0, 0, 84.5, Self, *, *, *, *, *, *, >50K
