age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income 
39, 78963, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, <=50K
39, 78963, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, <=50K
39, 78963, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, <=50K
52.5, 91431, 13, 0, 0, 14, Self, United-States, *, White, *, *, *, <=50K
52.5, 91431, 13, 0, 0, 14, Self, United-States, *, White, *, *, *, <=50K
52.5, 91431, 13, 0, 0, 14, Self, United-States, *, White, *, *, *, <=50K
38, 219539.5, 9, 0, 0, 40, Private, United-States, Male, White, *, *, manual-labor, <=50K
38, 219539.5, 9, 0, 0, 40, Private, United-States, Male, White, *, *, manual-labor, <=50K
38, 219539.5, 9, 0, 0, 40, Private, United-States, Male, White, *, *, manual-labor, <=50K
54.5, 257030.5, 7, 0, 0, 40, Private, United-States, *, Black, *, *, *, <=50K
54.5, 257030.5, 7, 0, 0, 40, Private, United-States, *, Black, *, *, *, <=50K
54.5, 257030.5, 7, 0, 0, 40, Private, United-States, *, Black, *, *, *, <=50K
28, 338409, 13, 0, 0, 40, *, America, Female, Black, *, *, services, <=50K
28, 338409, 13, 0, 0, 40, *, America, Female, Black, *, *, services, <=50K
28, 338409, 13, 0, 0, 40, *, America, Female, Black, *, *, services, <=50K
37, 291513, 14, 0, 0, 40, Self, United-States, *, White, Married-civ-spouse, *, *, <=50K
37, 291513, 14, 0, 0, 40, Self, United-States, *, White, Married-civ-spouse, *, *, <=50K
37, 291513, 14, 0, 0, 40, Self, United-States, *, White, Married-civ-spouse, *, *, <=50K
50.5, 160187, 5, 0, 0, 23, Private, America, Female, Black, *, *, services, <=50K
50.5, 160187, 5, 0, 0, 23, Private, America, Female, Black, *, *, services, <=50K
50.5, 160187, 5, 0, 0, 23, Private, America, Female, Black, *, *, services, <=50K
52, 213652.5, 9, 0, 0, 45, Self, United-States, Male, White, *, *, *, >50K
52, 213652.5, 9, 0, 0, 45, Self, United-States, Male, White, *, *, *, >50K
52, 213652.5, 9, 0, 0, 45, Self, United-States, Male, White, *, *, *, <=50K
33, 72569, 14, 14554, 0, 50, Private, United-States, *, White, *, *, *, >50K
33, 72569, 14, 14554, 0, 50, Private, United-States, *, White, *, *, *, >50K
33, 72569, 14, 14554, 0, 50, Private, United-States, *, White, *, *, *, >50K
42, 167012, 13, 6238, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
42, 167012, 13, 6238, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
42, 167012, 13, 6238, 0, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
37, 281158, 10, 0, 0, 80, Private, United-States, Male, Black, *, *, *, >50K
37, 281158, 10, 0, 0, 80, Private, United-States, Male, Black, *, *, *, <=50K
37, 281158, 10, 0, 0, 80, Private, United-States, Male, Black, *, *, *, <=50K
30, 153266, 13, 0, 0, 40, *, Asia, *, Asian-Pac-Islander, *, *, *, >50K
30, 153266, 13, 0, 0, 40, *, Asia, *, Asian-Pac-Islander, *, *, *, <=50K
30, 153266, 13, 0, 0, 40, *, Asia, *, Asian-Pac-Islander, *, *, *, >50K
23.5, 132249.5, 13, 0, 0, 30, Private, United-States, Female, White, Never-married, *, bureaucracy, <=50K
23.5, 132249.5, 13, 0, 0, 30, Private, United-States, Female, White, Never-married, *, bureaucracy, <=50K
23.5, 132249.5, 13, 0, 0, 30, Private, United-States, Female, White, Never-married, *, bureaucracy, <=50K
34, 211472.5, 12, 0, 0, 50, Private, America, *, Black, *, *, *, <=50K
34, 211472.5, 12, 0, 0, 50, Private, America, *, Black, *, *, *, <=50K
34, 211472.5, 12, 0, 0, 50, Private, America, *, Black, *, *, *, <=50K
34, 245487, 4, 0, 0, 45, Private, Mexico, Male, *, *, *, *, <=50K
34, 245487, 4, 0, 0, 45, Private, Mexico, Male, *, *, *, *, <=50K
34, 245487, 4, 0, 0, 45, Private, Mexico, Male, *, *, *, *, <=50K
25, 190646, 9, 0, 0, 35, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
25, 190646, 9, 0, 0, 35, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
25, 190646, 9, 0, 0, 35, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
32, 187690.5, 9, 0, 0, 40, Private, United-States, Male, White, *, *, manual-labor, <=50K
32, 187690.5, 9, 0, 0, 40, Private, United-States, Male, White, *, *, manual-labor, <=50K
