age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income 
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, <=50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, >50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, <=50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, <=50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, >50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, <=50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, <=50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, >50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, <=50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, <=50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, >50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, <=50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, <=50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, <=50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, <=50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, >50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, <=50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, <=50K
41.5, 103556.5, 13, 3814.5, 0, 40, *, *, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, >50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, >50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, >50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, >50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, >50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, >50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, >50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, >50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, >50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, >50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 252397, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
58.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, <=50K
58.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, <=50K
58.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, <=50K
58.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, <=50K
