age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income 
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, <=50K
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, >50K
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, <=50K
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, <=50K
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, >50K
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, <=50K
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, <=50K
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, <=50K
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, <=50K
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, >50K
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, <=50K
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, <=50K
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, <=50K
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, <=50K
40, 103556.5, 13, 3119, 0, 40, *, *, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, >50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, >50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, >50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, >50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
54.5, 192063.5, 13, 0, 0, 19, *, United-States, *, White, *, *, *, <=50K
38, 242484.5, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 242484.5, 9, 0, 0, 40, *, America, *, White, *, *, *, <=50K
38, 242484.5, 9, 0, 0, 40, *, America, *, White, *, *, *, >50K
