age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income 
40, 103556.5, 13, 2819, 0, 40, *, United-States, Male, White, *, *, *, <=50K
40, 103556.5, 13, 2819, 0, 40, *, United-States, Male, White, *, *, *, >50K
40, 103556.5, 13, 2819, 0, 40, *, United-States, Male, White, *, *, *, <=50K
40, 103556.5, 13, 2819, 0, 40, *, United-States, Male, White, *, *, *, <=50K
40, 103556.5, 13, 2819, 0, 40, *, United-States, Male, White, *, *, *, <=50K
54, 138220.5, 14, 0, 0, 15.5, Self, United-States, *, White, *, *, *, <=50K
54, 138220.5, 14, 0, 0, 15.5, Self, United-States, *, White, *, *, *, <=50K
54, 138220.5, 14, 0, 0, 15.5, Self, United-States, *, White, *, *, *, <=50K
54, 138220.5, 14, 0, 0, 15.5, Self, United-States, *, White, *, *, *, >50K
54, 138220.5, 14, 0, 0, 15.5, Self, United-States, *, White, *, *, *, <=50K
38, 215646, 9, 0, 0, 40, Self, United-States, Male, White, *, *, *, <=50K
38, 215646, 9, 0, 0, 40, Self, United-States, Male, White, *, *, *, >50K
38, 215646, 9, 0, 0, 40, Self, United-States, Male, White, *, *, *, <=50K
38, 215646, 9, 0, 0, 40, Self, United-States, Male, White, *, *, *, >50K
38, 215646, 9, 0, 0, 40, Self, United-States, Male, White, *, *, *, >50K
53, 296388.5, 7, 0, 0, 40, *, America, *, *, *, *, *, <=50K
53, 296388.5, 7, 0, 0, 40, *, America, *, *, *, *, *, <=50K
53, 296388.5, 7, 0, 0, 40, *, America, *, *, *, *, *, <=50K
53, 296388.5, 7, 0, 0, 40, *, America, *, *, *, *, *, <=50K
53, 296388.5, 7, 0, 0, 40, *, America, *, *, *, *, *, <=50K
28.5, 350917, 13, 0, 0, 40, Private, America, *, *, *, *, *, <=50K
28.5, 350917, 13, 0, 0, 40, Private, America, *, *, *, *, *, <=50K
28.5, 350917, 13, 0, 0, 40, Private, America, *, *, *, *, *, >50K
28.5, 350917, 13, 0, 0, 40, Private, America, *, *, *, *, *, >50K
28.5, 350917, 13, 0, 0, 40, Private, America, *, *, *, *, *, <=50K
40, 288378.5, 14, 0, 0, 42.5, *, America, *, White, *, *, *, <=50K
40, 288378.5, 14, 0, 0, 42.5, *, America, *, White, *, *, *, >50K
