age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
39, 88228.5, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, Never-married
39, 88228.5, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, Married-civ-spouse
39, 88228.5, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, Never-married
39, 88228.5, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, Never-married
39, 88228.5, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, Never-married
39, 88228.5, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, Married-civ-spouse
39, 88228.5, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, Divorced
54, 118924, 13, 0, 0, 17, Self, *, *, *, *, *, *, Married-civ-spouse
54, 118924, 13, 0, 0, 17, Self, *, *, *, *, *, *, Married-civ-spouse
54, 118924, 13, 0, 0, 17, Self, *, *, *, *, *, *, Married-civ-spouse
54, 118924, 13, 0, 0, 17, Self, *, *, *, *, *, *, Divorced
54, 118924, 13, 0, 0, 17, Self, *, *, *, *, *, *, Never-married
54, 118924, 13, 0, 0, 17, Self, *, *, *, *, *, *, Divorced
54, 118924, 13, 0, 0, 17, Self, *, *, *, *, *, *, Widowed
38, 222441, 9, 0, 0, 40, Private, America, Male, *, *, *, *, Divorced
38, 222441, 9, 0, 0, 40, Private, America, Male, *, *, *, *, Married-civ-spouse
38, 222441, 9, 0, 0, 40, Private, America, Male, *, *, *, *, Married-civ-spouse
38, 222441, 9, 0, 0, 40, Private, America, Male, *, *, *, *, Never-married
38, 222441, 9, 0, 0, 40, Private, America, Male, *, *, *, *, Married-civ-spouse
38, 222441, 9, 0, 0, 40, Private, America, Male, *, *, *, *, Separated
38, 222441, 9, 0, 0, 40, Private, America, Male, *, *, *, *, Married-civ-spouse
54.5, 257030.5, 7, 0, 0, 40, Self, United-States, *, *, *, *, *, Married-civ-spouse
54.5, 257030.5, 7, 0, 0, 40, Self, United-States, *, *, *, *, *, Divorced
54.5, 257030.5, 7, 0, 0, 40, Self, United-States, *, *, *, *, *, Married-civ-spouse
54.5, 257030.5, 7, 0, 0, 40, Self, United-States, *, *, *, *, *, Separated
54.5, 257030.5, 7, 0, 0, 40, Self, United-States, *, *, *, *, *, Divorced
54.5, 257030.5, 7, 0, 0, 40, Self, United-States, *, *, *, *, *, Separated
54.5, 257030.5, 7, 0, 0, 40, Self, United-States, *, *, *, *, *, Married-civ-spouse
28, 338409, 13, 0, 0, 40, *, *, *, *, *, *, <=50K, Married-civ-spouse
28, 338409, 13, 0, 0, 40, *, *, *, *, *, *, <=50K, Never-married
28, 338409, 13, 0, 0, 40, *, *, *, *, *, *, <=50K, Never-married
28, 338409, 13, 0, 0, 40, *, *, *, *, *, *, <=50K, Never-married
28, 338409, 13, 0, 0, 40, *, *, *, *, *, *, <=50K, Never-married
28, 338409, 13, 0, 0, 40, *, *, *, *, *, *, <=50K, Never-married
28, 338409, 13, 0, 0, 40, *, *, *, *, *, *, <=50K, Never-married
38.5, 291513, 14, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
38.5, 291513, 14, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
38.5, 291513, 14, 0, 0, 40, *, America, *, *, *, *, *, Never-married
38.5, 291513, 14, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
38.5, 291513, 14, 0, 0, 40, *, America, *, *, *, *, *, Never-married
38.5, 291513, 14, 0, 0, 40, *, America, *, *, *, *, *, Never-married
38.5, 291513, 14, 0, 0, 40, *, America, *, *, *, *, *, Divorced
52, 187641.5, 5, 0, 0, 20.5, Self, America, *, *, *, *, <=50K, Married-spouse-absent
52, 187641.5, 5, 0, 0, 20.5, Self, America, *, *, *, *, <=50K, Married-civ-spouse
52, 187641.5, 5, 0, 0, 20.5, Self, America, *, *, *, *, <=50K, Divorced
52, 187641.5, 5, 0, 0, 20.5, Self, America, *, *, *, *, <=50K, Married-civ-spouse
52, 187641.5, 5, 0, 0, 20.5, Self, America, *, *, *, *, <=50K, Widowed
52, 187641.5, 5, 0, 0, 20.5, Self, America, *, *, *, *, <=50K, Never-married
52, 187641.5, 5, 0, 0, 20.5, Self, America, *, *, *, *, <=50K, Divorced
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-civ-spouse
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, Divorced
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-civ-spouse
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-civ-spouse
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-spouse-absent
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, Never-married
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, Divorced
35.5, 141862, 14, 14554, 0, 50, Private, United-States, *, White, *, *, >50K, Never-married
