age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
39, 88228.5, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, Never-married
39, 88228.5, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, Married-civ-spouse
39, 88228.5, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, Never-married
39, 88228.5, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, Never-married
39, 88228.5, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, Never-married
39, 88228.5, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, Married-civ-spouse
39, 88228.5, 13, 2174, 0, 40, *, United-States, *, White, *, *, *, Divorced
53.5, 141512, 13, 0, 0, 16.5, *, United-States, *, White, *, *, *, Married-civ-spouse
53.5, 141512, 13, 0, 0, 16.5, *, United-States, *, White, *, *, *, Married-civ-spouse
53.5, 141512, 13, 0, 0, 16.5, *, United-States, *, White, *, *, *, Married-civ-spouse
53.5, 141512, 13, 0, 0, 16.5, *, United-States, *, White, *, *, *, Never-married
53.5, 141512, 13, 0, 0, 16.5, *, United-States, *, White, *, *, *, Divorced
53.5, 141512, 13, 0, 0, 16.5, *, United-States, *, White, *, *, *, Married-civ-spouse
53.5, 141512, 13, 0, 0, 16.5, *, United-States, *, White, *, *, *, Widowed
38, 224608.5, 9, 0, 0, 40, Self, America, *, White, *, *, *, Divorced
38, 224608.5, 9, 0, 0, 40, Self, America, *, White, *, *, *, Married-civ-spouse
38, 224608.5, 9, 0, 0, 40, Self, America, *, White, *, *, *, Married-civ-spouse
38, 224608.5, 9, 0, 0, 40, Self, America, *, White, *, *, *, Separated
38, 224608.5, 9, 0, 0, 40, Self, America, *, White, *, *, *, Never-married
38, 224608.5, 9, 0, 0, 40, Self, America, *, White, *, *, *, Married-civ-spouse
38, 224608.5, 9, 0, 0, 40, Self, America, *, White, *, *, *, Married-civ-spouse
54.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, Married-civ-spouse
54.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, Never-married
54.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, Separated
54.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, Widowed
54.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, Married-civ-spouse
54.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, Separated
54.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, Married-civ-spouse
29.5, 351359.5, 13, 0, 0, 40, *, *, *, Black, *, *, <=50K, Married-civ-spouse
29.5, 351359.5, 13, 0, 0, 40, *, *, *, Black, *, *, <=50K, Separated
29.5, 351359.5, 13, 0, 0, 40, *, *, *, Black, *, *, <=50K, Never-married
29.5, 351359.5, 13, 0, 0, 40, *, *, *, Black, *, *, <=50K, Never-married
29.5, 351359.5, 13, 0, 0, 40, *, *, *, Black, *, *, <=50K, Never-married
29.5, 351359.5, 13, 0, 0, 40, *, *, *, Black, *, *, <=50K, Never-married
29.5, 351359.5, 13, 0, 0, 40, *, *, *, Black, *, *, <=50K, Divorced
38, 311307.5, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
38, 311307.5, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Never-married
38, 311307.5, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
38, 311307.5, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Never-married
38, 311307.5, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
38, 311307.5, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Never-married
38, 311307.5, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Never-married
52, 227853.5, 5, 0, 0, 28, Private, America, *, Black, *, *, <=50K, Married-spouse-absent
52, 227853.5, 5, 0, 0, 28, Private, America, *, Black, *, *, <=50K, Separated
52, 227853.5, 5, 0, 0, 28, Private, America, *, Black, *, *, <=50K, Widowed
52, 227853.5, 5, 0, 0, 28, Private, America, *, Black, *, *, <=50K, Separated
52, 227853.5, 5, 0, 0, 28, Private, America, *, Black, *, *, <=50K, Never-married
52, 227853.5, 5, 0, 0, 28, Private, America, *, Black, *, *, <=50K, Never-married
52, 227853.5, 5, 0, 0, 28, Private, America, *, Black, *, *, <=50K, Divorced
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-civ-spouse
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, Divorced
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-civ-spouse
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-civ-spouse
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, Married-spouse-absent
52.5, 220780.5, 9, 0, 0, 45, Self, America, *, White, *, *, *, Never-married
