age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
39, 94392, 13, 2174, 0, 40, *, *, *, *, *, *, *, Never-married
39, 94392, 13, 2174, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
39, 94392, 13, 2174, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
39, 94392, 13, 2174, 0, 40, *, *, *, *, *, *, *, Divorced
39, 94392, 13, 2174, 0, 40, *, *, *, *, *, *, *, Never-married
39, 94392, 13, 2174, 0, 40, *, *, *, *, *, *, *, Never-married
39, 94392, 13, 2174, 0, 40, *, *, *, *, *, *, *, Never-married
39, 94392, 13, 2174, 0, 40, *, *, *, *, *, *, *, Never-married
39, 94392, 13, 2174, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
39, 94392, 13, 2174, 0, 40, *, *, *, *, *, *, *, Divorced
39, 94392, 13, 2174, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 118924, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 118924, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 118924, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 118924, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 118924, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 118924, 13, 0, 0, 19, *, *, *, *, *, *, *, Divorced
54.5, 118924, 13, 0, 0, 19, *, *, *, *, *, *, *, Never-married
54.5, 118924, 13, 0, 0, 19, *, *, *, *, *, *, *, Divorced
54.5, 118924, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 118924, 13, 0, 0, 19, *, *, *, *, *, *, *, Widowed
54.5, 118924, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
38, 228804, 9, 0, 0, 40, Self, America, *, *, *, *, *, Divorced
