age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Never-married
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Never-married
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Never-married
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Never-married
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Never-married
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Never-married
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Never-married
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Divorced
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Never-married
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Divorced
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
39.5, 103556.5, 13, 3814.5, 0, 40, *, United-States, *, White, *, *, <=50K, Divorced
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Never-married
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Divorced
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Never-married
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Divorced
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Never-married
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Divorced
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 192063.5, 13, 0, 0, 19, *, *, *, *, *, *, *, Widowed
