age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Never-married
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Never-married
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Never-married
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Divorced
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Never-married
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Never-married
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Never-married
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Never-married
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Divorced
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Divorced
40.5, 103556.5, 13, 3119, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Divorced
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Never-married
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Never-married
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Divorced
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Never-married
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Divorced
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Widowed
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
54.5, 168761, 13, 0, 0, 19, *, *, *, *, *, *, *, Married-civ-spouse
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Divorced
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Separated
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Never-married
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Divorced
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Separated
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Divorced
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Never-married
38, 244295, 9, 0, 0, 40, *, America, *, *, *, *, *, Married-civ-spouse
56, 268784, 7, 0, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
56, 268784, 7, 0, 0, 40, *, *, *, *, *, *, *, Married-civ-spouse
56, 268784, 7, 0, 0, 40, *, *, *, *, *, *, *, Divorced
56, 268784, 7, 0, 0, 40, *, *, *, *, *, *, *, Divorced
