dataset,precision,recall,f1
adults_relationship_Husband_0.2.csv,0.88129379307314371,0.82048141523656426,0.84979620623537289
adults_relationship_Husband_0.4.csv,0.86775598832977197,0.80203259986011077,0.83359290693151278
adults_relationship_Husband_0.6.csv,0.8544053664958644,0.78203652181456529,0.81660360441410018
adults_relationship_Husband_0.8.csv,0.83950988717859887,0.75641985068072015,0.79578481076811469
adults_relationship_Husband_1.csv,0.816996768135691,0.72145382018632243,0.7662306849267787
adults_relationship_Not-in-family_0.2.csv,0.8978473406634826,0.8455181000537676,0.87089443751814799
adults_relationship_Not-in-family_0.4.csv,0.90422603034118565,0.85727499915793859,0.88011646306904812
adults_relationship_Not-in-family_0.6.csv,0.91328974846718114,0.86888054034697126,0.89052507490673949
adults_relationship_Not-in-family_0.8.csv,0.92210487401052421,0.88298072113380588,0.90211447077394402
adults_relationship_Not-in-family_1.csv,0.93551675623436936,0.89962543401018658,0.91721595133865619
adults_relationship_Unmarried_0.2.csv,0.8957341507670451,0.84135377169456516,0.86768844406232937
adults_relationship_Unmarried_0.4.csv,0.89924487493611038,0.84626529774422221,0.87194295735146665
adults_relationship_Unmarried_0.6.csv,0.90629482008903461,0.85272662889518414,0.87869089045431825
adults_relationship_Unmarried_0.8.csv,0.91260332105708475,0.85987680636987096,0.88545022970727949
adults_relationship_Unmarried_1.csv,0.92027068881056306,0.86679035250463821,0.89272263452175726
adults_sex_Female_0.2.csv,0.89773205973638814,0.84361282735462562,0.86982863766647878
adults_sex_Female_0.4.csv,0.90459162654408998,0.85376234691733044,0.87843442997203103
adults_sex_Female_0.6.csv,0.91301999097720565,0.86471464390872277,0.88820313448550559
adults_sex_Female_0.8.csv,0.92273961325989473,0.87650128730495813,0.89902018690477858
adults_sex_Female_1.csv,0.93584601923846145,0.89514229636898912,0.91503790681340558
adults_sex_Male_0.2.csv,0.88369921029269349,0.82692815502189787,0.85436722738565241
adults_sex_Male_0.4.csv,0.87473161885116002,0.81563798719185099,0.84414505008499519
adults_sex_Male_0.6.csv,0.85706621358355706,0.79478406006801638,0.82474468274731405
adults_sex_Male_0.8.csv,0.83600021363442845,0.76339931397609839,0.7980296928594226
adults_sex_Male_1.csv,0.79946931614031391,0.71508759616569639,0.75488216030819766
original_dataset.csv,0.89111753630737878,0.83625094403156663,0.86280950425353886
