dataset,precision,recall,f1
adults_relationship_Husband_0.2.csv,0.84776572928864824,0.8203720761040284,0.83384254637728605
adults_relationship_Husband_0.4.csv,0.83321152142984689,0.80334254900848767,0.81800115482463376
adults_relationship_Husband_0.6.csv,0.81611587906323013,0.78230072250484872,0.79884297315489106
adults_relationship_Husband_0.8.csv,0.79431897740564905,0.75671556141121354,0.77505647061224459
adults_relationship_Husband_1.csv,0.76285357209478222,0.71964514408536218,0.74061310111329437
adults_relationship_Not-in-family_0.2.csv,0.86867124276729157,0.84439619122570053,0.85635764830446826
adults_relationship_Not-in-family_0.4.csv,0.87665655144527377,0.85398184105003805,0.86516797993601657
adults_relationship_Not-in-family_0.6.csv,0.88840642074864495,0.86574032983674576,0.87692271231095131
adults_relationship_Not-in-family_0.8.csv,0.89881854667954886,0.87739617201611786,0.88797278361493426
adults_relationship_Not-in-family_1.csv,0.91275377839100535,0.89436581465967002,0.90346295433301749
adults_relationship_Unmarried_0.2.csv,0.86439390904104396,0.84101455866878505,0.85254096488672571
adults_relationship_Unmarried_0.4.csv,0.87009507460356961,0.84643832009374054,0.85809735481024008
adults_relationship_Unmarried_0.6.csv,0.87501028913241274,0.85293909348441921,0.8638305399188404
adults_relationship_Unmarried_0.8.csv,0.88406485476288954,0.86161740822638344,0.87269493428236089
adults_relationship_Unmarried_1.csv,0.89034546559779404,0.8684601113172542,0.87926453658383641
adults_sex_Female_0.2.csv,0.86664995158560676,0.84283284900554745,0.85456987715910038
adults_sex_Female_0.4.csv,0.87646430683544152,0.85395270698617975,0.86505926557146195
adults_sex_Female_0.6.csv,0.88400901635882878,0.86302883938816599,0.87338987036824456
adults_sex_Female_0.8.csv,0.89694511305021352,0.87560486880564758,0.88614214800184565
adults_sex_Female_1.csv,0.91204979056233948,0.8931795878312071,0.90251048365006115
adults_sex_Male_0.2.csv,0.85149023977399396,0.82581937305944886,0.83845585110344079
adults_sex_Male_0.4.csv,0.8424204261611582,0.8152288964515757,0.82859819585393812
adults_sex_Male_0.6.csv,0.82517003997698324,0.79534384515265466,0.80997332414618728
adults_sex_Male_0.8.csv,0.80068335074890251,0.76599635244191844,0.78294743692195889
adults_sex_Male_1.csv,0.74862489806999211,0.70926323968993032,0.72839460173018566
original_dataset.csv,0.86106381732178239,0.83509057647688745,0.84787559281243097
