age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,native-country,sex,race,marital-status,relationship,occupation,income
42,159449,13,5178,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
49,193366,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
53,144361,9,0,0,38,Private,United-States,Male,White,Married-civ-spouse,Husband,Machine-op-inspct,<=50K
41,147372,9,0,0,48,Private,United-States,Male,White,Married-civ-spouse,Husband,Adm-clerical,<=50K
30,188146,9,5013,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Machine-op-inspct,<=50K
30,59496,13,2407,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,<=50K
36,155537,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
40,32214,12,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Adm-clerical,<=50K
33,202051,14,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,<=50K
57,249977,11,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,<=50K
37,202683,10,0,0,48,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,>50K
44,198282,13,15024,0,60,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
29,103432,9,0,0,40,Private,United-States,Male,White,Never-married,Not-in-family,Craft-repair,<=50K
38,65324,15,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,>50K
55,247552,10,0,0,56,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,<=50K
22,102632,9,0,0,41,Private,United-States,Male,White,Never-married,Not-in-family,Craft-repair,<=50K
40,118853,13,0,0,60,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,<=50K
31,114937,12,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Adm-clerical,>50K
37,254202,13,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,<=50K
22,175374,10,0,0,24,Private,United-States,Male,White,Married-civ-spouse,Husband,Other-service,<=50K
34,198183,9,0,0,40,Private,United-States,Female,White,Never-married,Not-in-family,Adm-clerical,<=50K
48,187715,9,0,0,46,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
33,37274,13,0,0,65,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,<=50K
51,259323,13,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
37,208358,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,>50K
45,109434,13,0,0,55,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,<=50K
25,159732,10,0,0,42,Private,United-States,Male,White,Never-married,Not-in-family,Adm-clerical,<=50K
40,347890,13,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,>50K
58,236596,9,0,0,45,Private,United-States,Male,White,Married-civ-spouse,Husband,Adm-clerical,>50K
45,98092,9,0,0,60,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,<=50K
26,378322,7,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
64,21174,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
61,69867,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
44,170924,10,7298,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,>50K
41,220531,15,0,0,60,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,>50K
36,200352,13,0,0,45,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,<=50K
48,146268,13,7688,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Adm-clerical,>50K
55,238638,9,4386,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,>50K
35,193815,12,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Adm-clerical,>50K
38,296478,11,7298,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,>50K
33,117963,13,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
26,192262,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Other-service,<=50K
33,111363,13,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
62,270092,14,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,>50K
28,92262,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
38,172927,9,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,<=50K
25,344991,10,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
25,86872,13,0,0,55,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
28,110145,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Adm-clerical,<=50K
32,364657,10,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,<=50K
33,208405,14,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,>50K
23,81281,10,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Adm-clerical,<=50K
44,116632,10,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,>50K
60,245062,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,>50K
32,132601,13,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,<=50K
35,285020,9,0,0,40,Private,United-States,Male,White,Never-married,Not-in-family,Craft-repair,<=50K
52,48925,10,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Adm-clerical,<=50K
43,112131,10,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,<=50K
34,337587,10,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,>50K
34,108116,13,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,>50K
50,196232,9,7688,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
42,221172,13,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
27,201872,10,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,<=50K
54,212960,13,0,0,35,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,>50K
47,264052,10,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,>50K
51,95469,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,<=50K
59,199713,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
27,181659,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Machine-op-inspct,<=50K
51,410114,14,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,>50K
24,247564,9,0,0,40,Private,United-States,Male,White,Never-married,Not-in-family,Craft-repair,<=50K
34,153614,9,0,0,45,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,>50K
33,205469,10,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
33,175697,13,15024,0,60,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
60,199378,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
36,188563,10,5178,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Sales,>50K
31,55849,10,0,0,45,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
34,106742,9,0,0,45,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
44,219288,4,0,0,35,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
43,174524,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Machine-op-inspct,>50K
33,182556,13,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Exec-managerial,>50K
42,262425,10,0,0,50,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,<=50K
60,177665,9,0,0,35,Private,United-States,Male,White,Married-civ-spouse,Husband,Craft-repair,<=50K
28,296450,13,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Prof-specialty,<=50K
33,194141,9,0,0,40,Private,United-States,Male,White,Married-civ-spouse,Husband,Machine-op-inspct,<=50K
