age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
39, 77516, 13, 2174, 0, 40, State-gov, United-States, Male, White, Never-married, Not-in-family, Adm-clerical, <=50K
38, 215646, 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, Handlers-cleaners, <=50K
53, 234721, 7, 0, 0, 40, Private, United-States, Male, Black, Married-civ-spouse, Husband, Handlers-cleaners, <=50K
37, 284582, 14, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Exec-managerial, <=50K
52, 209642, 9, 0, 0, 45, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
31, 45781, 14, 14084, 0, 50, Private, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, >50K
37, 280464, 10, 0, 0, 80, Private, United-States, Male, Black, Married-civ-spouse, Husband, Exec-managerial, >50K
32, 205019, 12, 0, 0, 50, Private, United-States, Male, Black, Never-married, Not-in-family, Sales, <=50K
32, 186824, 9, 0, 0, 40, Private, United-States, Male, White, Never-married, Unmarried, Machine-op-inspct, <=50K
38, 28887, 7, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K
43, 292175, 14, 0, 0, 45, Self-emp-not-inc, United-States, Female, White, Divorced, Unmarried, Exec-managerial, >50K
40, 193524, 16, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
54, 302146, 9, 0, 0, 20, Private, United-States, Female, Black, Separated, Unmarried, Other-service, <=50K
35, 76845, 5, 0, 0, 40, Federal-gov, United-States, Male, Black, Married-civ-spouse, Husband, Farming-fishing, <=50K
59, 109015, 9, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, Tech-support, <=50K
39, 367260, 9, 0, 0, 80, Private, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, <=50K
49, 193366, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
45, 386940, 13, 0, 1408, 40, Private, United-States, Male, White, Divorced, Own-child, Exec-managerial, <=50K
30, 59951, 10, 0, 0, 40, Federal-gov, United-States, Male, White, Married-civ-spouse, Own-child, Adm-clerical, <=50K
22, 311512, 10, 0, 0, 15, State-gov, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, <=50K
