age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
37, 284582, 14, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Exec-managerial, <=50K
31, 45781, 14, 14084, 0, 50, Private, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, >50K
30, 141297, 13, 0, 0, 40, State-gov, India, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Prof-specialty, >50K
19, 168294, 9, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Craft-repair, <=50K
49, 193366, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
35, 56352, 11, 0, 0, 40, Private, Puerto-Rico, Male, White, Married-civ-spouse, Husband, Other-service, <=50K
53, 169846, 9, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, >50K
18, 446839, 9, 0, 0, 30, Private, United-States, Male, White, Never-married, Not-in-family, Sales, <=50K
56, 335605, 9, 0, 1887, 50, Self-emp-not-inc, Canada, Male, White, Married-civ-spouse, Husband, Other-service, >50K
31, 114937, 12, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, >50K
37, 254202, 13, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K
22, 175374, 10, 0, 0, 24, Private, United-States, Male, White, Married-civ-spouse, Husband, Other-service, <=50K
33, 163003, 13, 0, 0, 40, Private, Philippines, Female, Asian-Pac-Islander, Never-married, Other-relative, Exec-managerial, <=50K
71, 494223, 10, 0, 1816, 2, Self-emp-not-inc, United-States, Male, Black, Separated, Unmarried, Sales, <=50K
27, 124953, 9, 0, 1980, 40, Private, United-States, Male, White, Never-married, Not-in-family, Other-service, <=50K
27, 253814, 9, 0, 0, 25, Private, United-States, Female, White, Married-spouse-absent, Unmarried, Sales, <=50K
43, 114580, 10, 0, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K
42, 254817, 10, 0, 1340, 40, Local-gov, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K
35, 153790, 10, 0, 0, 40, Private, United-States, Female, Amer-Indian-Eskimo, Never-married, Not-in-family, Sales, <=50K
40, 170525, 10, 0, 0, 38, State-gov, United-States, Female, White, Never-married, Not-in-family, Adm-clerical, <=50K
58, 259014, 10, 0, 0, 20, Private, United-States, Male, White, Never-married, Not-in-family, Transport-moving, <=50K
42, 303044, 9, 0, 0, 40, Self-emp-not-inc, Cambodia, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Farming-fishing, >50K
22, 34918, 13, 0, 0, 15, Private, Germany, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K
50, 193884, 4, 0, 0, 40, Private, Ecuador, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
21, 153718, 10, 0, 0, 25, Private, United-States, Female, Asian-Pac-Islander, Never-married, Not-in-family, Other-service, <=50K
39, 174308, 9, 0, 0, 40, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K
47, 178686, 11, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Other-service, <=50K
26, 192262, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Other-service, <=50K
26, 117125, 5, 0, 0, 40, Self-emp-not-inc, Portugal, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
28, 92262, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
23, 35633, 10, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Sales, <=50K
46, 214955, 3, 0, 2339, 45, Private, United-States, Female, White, Divorced, Not-in-family, Craft-repair, <=50K
46, 188386, 16, 15024, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
35, 92440, 8, 0, 0, 50, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, >50K
52, 190762, 2, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K
33, 228528, 6, 0, 0, 35, Private, United-States, Female, White, Never-married, Unmarried, Craft-repair, <=50K
25, 133373, 9, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
28, 70100, 13, 0, 0, 20, State-gov, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K
50, 196232, 9, 7688, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
41, 101739, 12, 0, 0, 50, Private, United-States, Female, White, Married-civ-spouse, Wife, Exec-managerial, >50K
31, 41493, 13, 0, 0, 45, Self-emp-inc, United-States, Female, White, Never-married, Not-in-family, Farming-fishing, <=50K
30, 237903, 10, 0, 0, 40, Private, United-States, Female, White, Never-married, Unmarried, Handlers-cleaners, <=50K
27, 163862, 9, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Transport-moving, <=50K
27, 201872, 10, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K
69, 136218, 7, 0, 0, 40, Private, United-States, Female, White, Never-married, Not-in-family, Machine-op-inspct, <=50K
47, 264052, 10, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
20, 27337, 9, 0, 0, 48, Private, United-States, Male, Amer-Indian-Eskimo, Never-married, Own-child, Handlers-cleaners, <=50K
43, 188436, 14, 5013, 0, 45, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K
36, 28738, 12, 0, 0, 35, Self-emp-not-inc, United-States, Female, White, Divorced, Unmarried, Sales, <=50K
60, 39352, 4, 0, 0, 48, Private, United-States, Male, White, Never-married, Not-in-family, Transport-moving, >50K
24, 247564, 9, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Craft-repair, <=50K
50, 195322, 16, 0, 0, 40, Self-emp-inc, United-States, Male, White, Separated, Not-in-family, Prof-specialty, >50K
20, 130959, 10, 0, 0, 20, Private, United-States, Male, White, Never-married, Own-child, Other-service, <=50K
44, 335183, 8, 0, 0, 40, Self-emp-not-inc, United-States, Male, Black, Married-civ-spouse, Husband, Handlers-cleaners, >50K
20, 81145, 10, 0, 0, 25, Private, United-States, Female, White, Never-married, Not-in-family, Sales, <=50K
29, 92262, 9, 0, 0, 48, Local-gov, United-States, Male, White, Never-married, Own-child, Protective-serv, <=50K
45, 86644, 13, 0, 0, 55, Local-gov, United-States, Female, White, Married-civ-spouse, Wife, Prof-specialty, <=50K
23, 335453, 13, 0, 0, 20, State-gov, United-States, Female, White, Never-married, Not-in-family, Tech-support, <=50K
44, 63042, 13, 0, 0, 50, Private, United-States, Female, White, Divorced, Own-child, Exec-managerial, >50K
31, 223212, 9, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Other-service, <=50K
43, 260960, 13, 0, 0, 50, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K
56, 156052, 9, 594, 0, 20, Private, United-States, Female, Black, Widowed, Unmarried, Other-service, <=50K
42, 279914, 13, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K
58, 87510, 6, 0, 0, 40, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
23, 145111, 9, 0, 0, 50, Private, United-States, Male, White, Never-married, Unmarried, Transport-moving, <=50K
59, 420537, 9, 0, 0, 38, Local-gov, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, >50K
43, 226902, 13, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K
48, 102102, 11, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K
23, 211046, 9, 2463, 0, 40, Private, United-States, Female, White, Never-married, Not-in-family, Sales, <=50K
60, 31577, 9, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, >50K
61, 128831, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K
47, 93208, 9, 0, 0, 75, Self-emp-not-inc, Italy, Female, White, Married-civ-spouse, Wife, Other-service, <=50K
64, 169871, 9, 0, 0, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
31, 171871, 14, 0, 0, 46, Private, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K
53, 194259, 10, 4386, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, >50K
37, 86551, 13, 0, 0, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
49, 38563, 13, 0, 0, 56, Private, United-States, Female, White, Never-married, Not-in-family, Exec-managerial, >50K
43, 191547, 9, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Farming-fishing, <=50K
48, 285335, 7, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K
21, 62339, 6, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Handlers-cleaners, <=50K
71, 143437, 14, 10605, 0, 40, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K
51, 160724, 13, 0, 2415, 40, Self-emp-not-inc, China, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Sales, >50K
29, 177119, 11, 2174, 0, 45, Private, United-States, Female, White, Divorced, Not-in-family, Tech-support, <=50K
63, 28856, 4, 0, 0, 55, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Other-service, <=50K
46, 171550, 9, 0, 0, 38, Private, United-States, Female, White, Divorced, Not-in-family, Machine-op-inspct, <=50K
38, 278924, 10, 0, 0, 44, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K
39, 202027, 13, 15024, 0, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
25, 98155, 10, 0, 0, 40, Private, United-States, Male, White, Never-married, Unmarried, Transport-moving, <=50K
42, 162003, 9, 0, 0, 55, Private, United-States, Male, White, Divorced, Not-in-family, Machine-op-inspct, <=50K
40, 184682, 10, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, Adm-clerical, <=50K
20, 323573, 9, 0, 0, 20, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K
63, 254907, 11, 0, 0, 20, Private, United-States, Female, White, Divorced, Not-in-family, Other-service, <=50K
35, 290226, 9, 0, 0, 45, Private, United-States, Male, White, Never-married, Not-in-family, Exec-managerial, <=50K
56, 112840, 9, 0, 0, 55, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
66, 271567, 9, 0, 0, 40, Private, United-States, Male, Black, Separated, Not-in-family, Machine-op-inspct, <=50K
48, 107373, 4, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Handlers-cleaners, <=50K
51, 191965, 9, 0, 0, 32, Private, United-States, Female, White, Widowed, Unmarried, Other-service, <=50K
90, 137018, 9, 0, 0, 40, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K
43, 341204, 10, 0, 0, 40, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K
30, 106742, 8, 0, 0, 75, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
34, 157886, 12, 0, 0, 40, Private, United-States, Female, White, Separated, Unmarried, Other-service, <=50K
30, 181651, 13, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K
43, 227910, 11, 0, 0, 40, State-gov, United-States, Female, White, Married-civ-spouse, Wife, Prof-specialty, >50K
31, 232475, 10, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K
30, 241259, 11, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
21, 163870, 10, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Adm-clerical, <=50K
29, 260729, 9, 0, 1977, 25, Self-emp-inc, United-States, Female, White, Married-civ-spouse, Wife, Sales, >50K
43, 182254, 10, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, Prof-specialty, <=50K
46, 185041, 9, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K
28, 445824, 14, 0, 0, 50, State-gov, United-States, Female, White, Married-civ-spouse, Wife, Prof-specialty, >50K
51, 176813, 12, 0, 0, 60, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K
61, 113544, 14, 0, 0, 40, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K
37, 203070, 10, 0, 0, 62, Private, United-States, Male, White, Separated, Own-child, Adm-clerical, <=50K
48, 349151, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
34, 441454, 9, 0, 0, 24, Private, United-States, Female, White, Never-married, Not-in-family, Sales, <=50K
55, 326297, 9, 0, 0, 25, Private, United-States, Female, White, Separated, Not-in-family, Adm-clerical, <=50K
25, 323545, 9, 0, 0, 40, Private, United-States, Female, Black, Never-married, Not-in-family, Tech-support, <=50K
42, 158926, 12, 0, 0, 40, Federal-gov, Philippines, Female, Asian-Pac-Islander, Divorced, Unmarried, Prof-specialty, >50K
24, 96279, 9, 0, 0, 40, Private, United-States, Female, White, Never-married, Own-child, Machine-op-inspct, <=50K
35, 119098, 16, 7298, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
41, 144928, 13, 0, 0, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
55, 121912, 10, 0, 0, 24, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, >50K
25, 188488, 9, 0, 0, 40, Private, United-States, Male, White, Never-married, Other-relative, Machine-op-inspct, <=50K
57, 265099, 15, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K
40, 240124, 9, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
47, 46857, 10, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, Adm-clerical, <=50K
49, 171301, 9, 0, 0, 40, Private, United-States, Female, Black, Married-civ-spouse, Wife, Machine-op-inspct, <=50K
50, 137815, 9, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, >50K
53, 34368, 10, 0, 0, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
40, 256202, 11, 0, 0, 40, Private, United-States, Male, Black, Married-civ-spouse, Husband, Handlers-cleaners, <=50K
40, 202872, 12, 0, 0, 45, Private, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K
46, 134727, 7, 0, 0, 43, Private, Germany, Male, Amer-Indian-Eskimo, Divorced, Unmarried, Machine-op-inspct, <=50K
39, 297847, 5, 3411, 0, 34, Private, United-States, Female, Black, Married-civ-spouse, Wife, Other-service, <=50K
58, 183870, 6, 0, 0, 40, Self-emp-inc, United-States, Female, White, Married-civ-spouse, Wife, Transport-moving, <=50K
46, 563883, 9, 0, 0, 60, Private, United-States, Male, Black, Married-civ-spouse, Husband, Craft-repair, >50K
22, 310152, 10, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Transport-moving, <=50K
41, 94113, 15, 0, 0, 60, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
70, 163003, 9, 0, 0, 40, Federal-gov, United-States, Male, Black, Married-civ-spouse, Husband, Adm-clerical, <=50K
28, 216481, 13, 0, 0, 40, Local-gov, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K
69, 208869, 14, 0, 0, 11, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K
17, 197850, 7, 0, 0, 24, Private, United-States, Female, Asian-Pac-Islander, Never-married, Own-child, Adm-clerical, <=50K
53, 263925, 9, 99999, 0, 40, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K
43, 293535, 13, 0, 0, 40, Local-gov, United-States, Male, Black, Married-civ-spouse, Husband, Prof-specialty, >50K
20, 32732, 10, 0, 0, 45, Private, United-States, Male, White, Never-married, Not-in-family, Other-service, <=50K
58, 48433, 9, 0, 0, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K
