age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
50, 83311, 13, 0, 0, 13, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K
38, 215646, 9, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, Handlers-cleaners, <=50K
28, 338409, 13, 0, 0, 40, Private, Cuba, Female, Black, Married-civ-spouse, Wife, Prof-specialty, <=50K
52, 209642, 9, 0, 0, 45, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
42, 159449, 13, 5178, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
23, 122272, 13, 0, 0, 30, Private, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K
34, 245487, 4, 0, 0, 45, Private, Mexico, Male, Amer-Indian-Eskimo, Married-civ-spouse, Husband, Transport-moving, <=50K
40, 193524, 16, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
43, 117037, 7, 0, 2042, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
59, 109015, 9, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, Tech-support, <=50K
45, 386940, 13, 0, 1408, 40, Private, United-States, Male, White, Divorced, Own-child, Exec-managerial, <=50K
22, 311512, 10, 0, 0, 15, State-gov, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, <=50K
48, 242406, 7, 0, 0, 40, Private, Puerto-Rico, Male, White, Never-married, Unmarried, Machine-op-inspct, <=50K
19, 544091, 9, 0, 0, 25, Private, United-States, Female, White, Married-AF-spouse, Wife, Adm-clerical, <=50K
48, 265477, 12, 0, 0, 40, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K
49, 94638, 9, 0, 0, 40, Private, United-States, Female, White, Separated, Unmarried, Adm-clerical, <=50K
57, 337895, 13, 0, 0, 40, Federal-gov, United-States, Male, Black, Married-civ-spouse, Husband, Prof-specialty, >50K
41, 101603, 11, 0, 0, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
47, 109832, 9, 0, 0, 60, Self-emp-inc, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, <=50K
