age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
40, 77516, 13, 2174, 0, 40, State-gov, United-States, Male, White, Not-in-family, Adm-clerical, <=50K, Never-married
40, 77516, 13, 2174, 0, 40, State-gov, United-States, Male, White, Not-in-family, Adm-clerical, <=50K, Never-married
40, 77516, 13, 2174, 0, 40, State-gov, United-States, Male, White, Not-in-family, Adm-clerical, <=50K, Never-married
50.5, 102429.5, 13, 0, 0, 21.5, Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, <=50K, Married-civ-spouse
50.5, 102429.5, 13, 0, 0, 21.5, Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, <=50K, Married-civ-spouse
50.5, 102429.5, 13, 0, 0, 21.5, Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, <=50K, Married-civ-spouse
38, 228804, 9, 0, 0, 40, Private, United-States, Male, White, Not-in-family, manual-labor, <=50K, Divorced
38, 228804, 9, 0, 0, 40, Private, United-States, Male, White, Not-in-family, manual-labor, <=50K, Never-married
38, 228804, 9, 0, 0, 40, Private, United-States, Male, White, Not-in-family, manual-labor, <=50K, Divorced
53, 249589, 7, 0, 0, 40, *, United-States, Male, Black, Husband, manual-labor, <=50K, Married-civ-spouse
53, 249589, 7, 0, 0, 40, *, United-States, Male, Black, Husband, manual-labor, <=50K, Married-civ-spouse
53, 249589, 7, 0, 0, 40, *, United-States, Male, Black, Husband, manual-labor, <=50K, Married-civ-spouse
29, 338409, 13, 0, 0, 40, Private, America, Female, *, Wife, services, <=50K, Married-civ-spouse
29, 338409, 13, 0, 0, 40, Private, America, Female, *, Wife, services, <=50K, Married-civ-spouse
29, 338409, 13, 0, 0, 40, Private, America, Female, *, Wife, services, <=50K, Married-civ-spouse
37, 284582, 14, 0, 0, 40, Private, United-States, Female, White, *, *, <=50K, Married-civ-spouse
37, 284582, 14, 0, 0, 40, Private, United-States, Female, White, *, *, <=50K, Never-married
37, 284582, 14, 0, 0, 40, Private, United-States, Female, White, *, *, <=50K, Married-civ-spouse
49, 187641.5, 5, 0, 0, 18, Self, America, Female, *, Not-in-family, Other-service, <=50K, Married-spouse-absent
49, 187641.5, 5, 0, 0, 18, Self, America, Female, *, Not-in-family, Other-service, <=50K, Never-married
49, 187641.5, 5, 0, 0, 18, Self, America, Female, *, Not-in-family, Other-service, <=50K, Divorced
52.5, 209642, 9, 0, 0, 45, Self-emp-not-inc, United-States, Male, *, Husband, Exec-managerial, >50K, Married-civ-spouse
52.5, 209642, 9, 0, 0, 45, Self-emp-not-inc, United-States, Male, *, Husband, Exec-managerial, >50K, Married-civ-spouse
52.5, 209642, 9, 0, 0, 45, Self-emp-not-inc, United-States, Male, *, Husband, Exec-managerial, >50K, Married-civ-spouse
33, 107381, 14, 14554, 0, 50, Private, United-States, Female, White, *, *, >50K, Never-married
33, 107381, 14, 14554, 0, 50, Private, United-States, Female, White, *, *, >50K, Married-civ-spouse
33, 107381, 14, 14554, 0, 50, Private, United-States, Female, White, *, *, >50K, Divorced
42.5, 159449, 13, 6238, 0, 40, Private, United-States, Male, White, Husband, Exec-managerial, >50K, Married-civ-spouse
42.5, 159449, 13, 6238, 0, 40, Private, United-States, Male, White, Husband, Exec-managerial, >50K, Married-civ-spouse
42.5, 159449, 13, 6238, 0, 40, Private, United-States, Male, White, Husband, Exec-managerial, >50K, Married-civ-spouse
37.5, 280464, 10, 0, 0, 80, Self, *, Male, *, Husband, Exec-managerial, >50K, Married-civ-spouse
37.5, 280464, 10, 0, 0, 80, Self, *, Male, *, Husband, Exec-managerial, >50K, Married-civ-spouse
