age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
39.5, 79838.5, 13, 2174, 0, 40, *, United-States, Male, White, Not-in-family, bureaucracy, <=50K, Never-married
39.5, 79838.5, 13, 2174, 0, 40, *, United-States, Male, White, Not-in-family, bureaucracy, <=50K, Never-married
39.5, 79838.5, 13, 2174, 0, 40, *, United-States, Male, White, Not-in-family, bureaucracy, <=50K, Never-married
52.5, 91431, 13, 0, 0, 14, Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
52.5, 91431, 13, 0, 0, 14, Self, United-States, *, White, *, *, <=50K, Divorced
52.5, 91431, 13, 0, 0, 14, Self, United-States, *, White, *, *, <=50K, Widowed
38, 219539.5, 9, 0, 0, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Divorced
38, 219539.5, 9, 0, 0, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Married-civ-spouse
38, 219539.5, 9, 0, 0, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Never-married
53.5, 240828.5, 7, 0, 0, 40, Private, United-States, Male, *, *, *, *, Married-civ-spouse
53.5, 240828.5, 7, 0, 0, 40, Private, United-States, Male, *, *, *, *, Married-civ-spouse
53.5, 240828.5, 7, 0, 0, 40, Private, United-States, Male, *, *, *, *, Divorced
28, 338409, 13, 0, 0, 40, Private, *, *, *, *, Prof-specialty, <=50K, Married-civ-spouse
28, 338409, 13, 0, 0, 40, Private, *, *, *, *, Prof-specialty, <=50K, Never-married
28, 338409, 13, 0, 0, 40, Private, *, *, *, *, Prof-specialty, <=50K, Never-married
37, 291513, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
37, 291513, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
37, 291513, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
49, 187641.5, 5, 0, 0, 18, Self, America, Female, *, Not-in-family, Other-service, <=50K, Married-spouse-absent
49, 187641.5, 5, 0, 0, 18, Self, America, Female, *, Not-in-family, Other-service, <=50K, Never-married
49, 187641.5, 5, 0, 0, 18, Self, America, Female, *, Not-in-family, Other-service, <=50K, Divorced
52, 213652.5, 9, 0, 0, 45, Self, United-States, Male, White, *, *, *, Married-civ-spouse
52, 213652.5, 9, 0, 0, 45, Self, United-States, Male, White, *, *, *, Married-civ-spouse
52, 213652.5, 9, 0, 0, 45, Self, United-States, Male, White, *, *, *, Divorced
33, 72569, 14, 14554, 0, 50, Private, United-States, *, White, *, *, >50K, Never-married
33, 72569, 14, 14554, 0, 50, Private, United-States, *, White, *, *, >50K, Married-civ-spouse
33, 72569, 14, 14554, 0, 50, Private, United-States, *, White, *, *, >50K, Never-married
42, 167012, 13, 6238, 0, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
42, 167012, 13, 6238, 0, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
42, 167012, 13, 6238, 0, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
39, 308553.5, 10, 0, 0, 80, Private, United-States, *, *, *, *, *, Married-civ-spouse
39, 308553.5, 10, 0, 0, 80, Private, United-States, *, *, *, *, *, Divorced
39, 308553.5, 10, 0, 0, 80, Private, United-States, *, *, *, *, *, Separated
30.5, 143123, 13, 0, 0, 40, *, *, Male, *, Husband, Prof-specialty, >50K, Married-civ-spouse
30.5, 143123, 13, 0, 0, 40, *, *, Male, *, Husband, Prof-specialty, >50K, Married-civ-spouse
30.5, 143123, 13, 0, 0, 40, *, *, Male, *, Husband, Prof-specialty, >50K, Married-civ-spouse
23, 141990, 13, 0, 0, 30, Private, United-States, Female, *, Own-child, *, <=50K, Never-married
23, 141990, 13, 0, 0, 30, Private, United-States, Female, *, Own-child, *, <=50K, Never-married
23, 141990, 13, 0, 0, 30, Private, United-States, Female, *, Own-child, *, <=50K, Never-married
33, 206902, 12, 0, 0, 50, Private, United-States, Male, *, *, Sales, *, Never-married
33, 206902, 12, 0, 0, 50, Private, United-States, Male, *, *, Sales, *, Never-married
33, 206902, 12, 0, 0, 50, Private, United-States, Male, *, *, Sales, *, Divorced
34, 245487, 4, 0, 0, 45, Private, Mexico, Male, *, *, *, <=50K, Married-civ-spouse
34, 245487, 4, 0, 0, 45, Private, Mexico, Male, *, *, *, <=50K, Married-civ-spouse
34, 245487, 4, 0, 0, 45, Private, Mexico, Male, *, *, *, <=50K, Never-married
