age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
39.5, 84776, 13, 2174, 0, 40, *, United-States, Male, White, *, *, <=50K, Never-married
39.5, 84776, 13, 2174, 0, 40, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
39.5, 84776, 13, 2174, 0, 40, *, United-States, Male, White, *, *, <=50K, Never-married
39.5, 84776, 13, 2174, 0, 40, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
39.5, 84776, 13, 2174, 0, 40, *, United-States, Male, White, *, *, <=50K, Never-married
39.5, 84776, 13, 2174, 0, 40, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
39.5, 84776, 13, 2174, 0, 40, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
53.5, 141512, 13, 0, 0, 16.5, *, United-States, *, White, *, *, *, Married-civ-spouse
53.5, 141512, 13, 0, 0, 16.5, *, United-States, *, White, *, *, *, Married-civ-spouse
53.5, 141512, 13, 0, 0, 16.5, *, United-States, *, White, *, *, *, Married-civ-spouse
53.5, 141512, 13, 0, 0, 16.5, *, United-States, *, White, *, *, *, Never-married
53.5, 141512, 13, 0, 0, 16.5, *, United-States, *, White, *, *, *, Divorced
53.5, 141512, 13, 0, 0, 16.5, *, United-States, *, White, *, *, *, Married-civ-spouse
53.5, 141512, 13, 0, 0, 16.5, *, United-States, *, White, *, *, *, Widowed
38, 230368, 9, 0, 0, 40, Private, America, Male, White, *, manual-labor, <=50K, Divorced
38, 230368, 9, 0, 0, 40, Private, America, Male, White, *, manual-labor, <=50K, Married-civ-spouse
38, 230368, 9, 0, 0, 40, Private, America, Male, White, *, manual-labor, <=50K, Married-civ-spouse
38, 230368, 9, 0, 0, 40, Private, America, Male, White, *, manual-labor, <=50K, Never-married
38, 230368, 9, 0, 0, 40, Private, America, Male, White, *, manual-labor, <=50K, Married-civ-spouse
38, 230368, 9, 0, 0, 40, Private, America, Male, White, *, manual-labor, <=50K, Divorced
38, 230368, 9, 0, 0, 40, Private, America, Male, White, *, manual-labor, <=50K, Married-civ-spouse
54.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, Married-civ-spouse
54.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, Never-married
54.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, Separated
54.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, Widowed
54.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, Married-civ-spouse
54.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, Separated
54.5, 268433.5, 7, 0, 0, 40, *, United-States, *, Black, *, *, *, Married-civ-spouse
30, 364283, 13, 0, 0, 40, *, *, Female, Black, *, *, <=50K, Married-civ-spouse
30, 364283, 13, 0, 0, 40, *, *, Female, Black, *, *, <=50K, Separated
30, 364283, 13, 0, 0, 40, *, *, Female, Black, *, *, <=50K, Never-married
30, 364283, 13, 0, 0, 40, *, *, Female, Black, *, *, <=50K, Never-married
30, 364283, 13, 0, 0, 40, *, *, Female, Black, *, *, <=50K, Never-married
30, 364283, 13, 0, 0, 40, *, *, Female, Black, *, *, <=50K, Never-married
30, 364283, 13, 0, 0, 40, *, *, Female, Black, *, *, <=50K, Never-married
38, 311307.5, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
38, 311307.5, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Never-married
38, 311307.5, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
38, 311307.5, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Never-married
38, 311307.5, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
38, 311307.5, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Never-married
38, 311307.5, 14, 0, 0, 40, Self, United-States, *, White, *, *, <=50K, Never-married
52, 227853.5, 5, 0, 0, 28, Private, America, *, Black, *, *, <=50K, Married-spouse-absent
52, 227853.5, 5, 0, 0, 28, Private, America, *, Black, *, *, <=50K, Separated
52, 227853.5, 5, 0, 0, 28, Private, America, *, Black, *, *, <=50K, Widowed
52, 227853.5, 5, 0, 0, 28, Private, America, *, Black, *, *, <=50K, Separated
52, 227853.5, 5, 0, 0, 28, Private, America, *, Black, *, *, <=50K, Never-married
52, 227853.5, 5, 0, 0, 28, Private, America, *, Black, *, *, <=50K, Never-married
52, 227853.5, 5, 0, 0, 28, Private, America, *, Black, *, *, <=50K, Divorced
52.5, 220780.5, 9, 0, 0, 45, Self, United-States, *, White, *, *, *, Married-civ-spouse
52.5, 220780.5, 9, 0, 0, 45, Self, United-States, *, White, *, *, *, Married-civ-spouse
52.5, 220780.5, 9, 0, 0, 45, Self, United-States, *, White, *, *, *, Divorced
52.5, 220780.5, 9, 0, 0, 45, Self, United-States, *, White, *, *, *, Married-civ-spouse
52.5, 220780.5, 9, 0, 0, 45, Self, United-States, *, White, *, *, *, Married-civ-spouse
52.5, 220780.5, 9, 0, 0, 45, Self, United-States, *, White, *, *, *, Never-married
