age, fnlwgt, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
53, 234721, 0, 0, 40, Private, United-States, Male, Black, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 7
28, 338409, 0, 0, 40, Private, Cuba, Female, Black, Married-civ-spouse, Wife, Prof-specialty, <=50K, 13
49, 160187, 0, 0, 16, Private, Jamaica, Female, Black, Married-spouse-absent, Not-in-family, Other-service, <=50K, 5
31, 45781, 14084, 0, 50, Private, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, >50K, 14
30, 141297, 0, 0, 40, State-gov, India, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
34, 245487, 0, 0, 45, Private, Mexico, Male, Amer-Indian-Eskimo, Married-civ-spouse, Husband, Transport-moving, <=50K, 4
32, 186824, 0, 0, 40, Private, United-States, Male, White, Never-married, Unmarried, Machine-op-inspct, <=50K, 9
49, 193366, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
20, 266015, 0, 0, 44, Private, United-States, Male, Black, Never-married, Own-child, Sales, <=50K, 10
30, 59951, 0, 0, 40, Federal-gov, United-States, Male, White, Married-civ-spouse, Own-child, Adm-clerical, <=50K, 10
48, 242406, 0, 0, 40, Private, Puerto-Rico, Male, White, Never-married, Unmarried, Machine-op-inspct, <=50K, 7
49, 94638, 0, 0, 40, Private, United-States, Female, White, Separated, Unmarried, Adm-clerical, <=50K, 9
41, 101603, 0, 0, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 11
25, 32275, 0, 0, 40, Private, United-States, Female, Other, Married-civ-spouse, Wife, Exec-managerial, <=50K, 10
47, 51835, 0, 1902, 60, Private, Honduras, Female, White, Married-civ-spouse, Wife, Prof-specialty, >50K, 15
46, 216666, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 3
35, 56352, 0, 0, 40, Private, Puerto-Rico, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 11
48, 149640, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 9
23, 211678, 0, 0, 40, Private, United-States, Male, White, Never-married, Not-in-family, Machine-op-inspct, <=50K, 10
27, 213921, 0, 0, 40, Private, Mexico, Male, White, Never-married, Own-child, Other-service, <=50K, 9
31, 125927, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Farming-fishing, <=50K, 4
52, 276515, 0, 0, 40, Private, Cuba, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 13
46, 51618, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Other-service, <=50K, 9
53, 346253, 0, 0, 35, Private, United-States, Female, White, Divorced, Own-child, Sales, <=50K, 9
37, 286730, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, Craft-repair, <=50K, 10
48, 191277, 0, 1902, 60, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 16
48, 171095, 0, 0, 40, Private, England, Female, White, Divorced, Unmarried, Exec-managerial, <=50K, 12
32, 317660, 7688, 0, 40, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, >50K, 9
30, 194901, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Handlers-cleaners, <=50K, 7
56, 335605, 0, 1887, 50, Self-emp-not-inc, Canada, Male, White, Married-civ-spouse, Husband, Other-service, >50K, 9
55, 247552, 0, 0, 56, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 10
21, 199915, 0, 0, 40, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K, 10
30, 77143, 0, 0, 40, Private, Germany, Male, Black, Never-married, Own-child, Exec-managerial, <=50K, 13
29, 267989, 0, 0, 50, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
28, 69621, 0, 0, 60, Private, United-States, Female, White, Never-married, Not-in-family, Sales, <=50K, 12
24, 43323, 0, 1762, 40, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K, 9
38, 125933, 0, 0, 40, Federal-gov, Iran, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 14
43, 56920, 0, 0, 60, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
27, 232782, 0, 0, 40, Private, United-States, Female, White, Never-married, Own-child, Sales, <=50K, 10
19, 316868, 0, 0, 30, Private, Mexico, Male, White, Never-married, Own-child, Other-service, <=50K, 10
70, 105376, 0, 0, 40, Private, United-States, Male, White, Never-married, Other-relative, Tech-support, <=50K, 10
47, 186009, 0, 0, 38, Local-gov, Mexico, Female, White, Divorced, Unmarried, Adm-clerical, <=50K, 10
33, 163003, 0, 0, 40, Private, Philippines, Female, Asian-Pac-Islander, Never-married, Other-relative, Exec-managerial, <=50K, 13
25, 252752, 0, 0, 40, Private, United-States, Female, White, Never-married, Unmarried, Other-service, <=50K, 9
28, 88419, 0, 0, 40, Private, England, Female, Asian-Pac-Islander, Never-married, Not-in-family, Exec-managerial, <=50K, 9
36, 207157, 0, 0, 40, Private, Mexico, Female, White, Divorced, Unmarried, Other-service, <=50K, 10
46, 102628, 0, 0, 40, State-gov, United-States, Male, White, Widowed, Unmarried, Protective-serv, <=50K, 14
27, 124953, 0, 1980, 40, Private, United-States, Male, White, Never-married, Not-in-family, Other-service, <=50K, 9
