age, fnlwgt, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
2, 77516, 2174, 0, 40, State-gov, United-States, Male, White, Never-married, Not-in-family, Adm-clerical, <=50K, 13
3, 83311, 0, 0, 13, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K, 13
2, 215646, 0, 0, 40, Private, United-States, Male, White, Divorced, Not-in-family, Handlers-cleaners, <=50K, 9
3, 234721, 0, 0, 40, Private, United-States, Male, Black, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 7
1, 338409, 0, 0, 40, Private, Cuba, Female, Black, Married-civ-spouse, Wife, Prof-specialty, <=50K, 13
2, 284582, 0, 0, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Exec-managerial, <=50K, 14
3, 160187, 0, 0, 16, Private, Jamaica, Female, Black, Married-spouse-absent, Not-in-family, Other-service, <=50K, 5
3, 209642, 0, 0, 45, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 9
1, 45781, 14084, 0, 50, Private, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, >50K, 14
2, 159449, 5178, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
2, 280464, 0, 0, 80, Private, United-States, Male, Black, Married-civ-spouse, Husband, Exec-managerial, >50K, 10
1, 141297, 0, 0, 40, State-gov, India, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
0, 122272, 0, 0, 30, Private, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K, 13
1, 205019, 0, 0, 50, Private, United-States, Male, Black, Never-married, Not-in-family, Sales, <=50K, 12
1, 245487, 0, 0, 45, Private, Mexico, Male, Amer-Indian-Eskimo, Married-civ-spouse, Husband, Transport-moving, <=50K, 4
0, 176756, 0, 0, 35, Self-emp-not-inc, United-States, Male, White, Never-married, Own-child, Farming-fishing, <=50K, 9
1, 186824, 0, 0, 40, Private, United-States, Male, White, Never-married, Unmarried, Machine-op-inspct, <=50K, 9
2, 28887, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 7
2, 292175, 0, 0, 45, Self-emp-not-inc, United-States, Female, White, Divorced, Unmarried, Exec-managerial, >50K, 14
2, 193524, 0, 0, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 16
4, 302146, 0, 0, 20, Private, United-States, Female, Black, Separated, Unmarried, Other-service, <=50K, 9
1, 76845, 0, 0, 40, Federal-gov, United-States, Male, Black, Married-civ-spouse, Husband, Farming-fishing, <=50K, 5
2, 117037, 0, 2042, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 7
4, 109015, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, Tech-support, <=50K, 9
4, 216851, 0, 0, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K, 13
0, 168294, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Craft-repair, <=50K, 9
2, 367260, 0, 0, 80, Private, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, <=50K, 9
3, 193366, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
0, 190709, 0, 0, 52, Local-gov, United-States, Male, White, Never-married, Not-in-family, Protective-serv, <=50K, 12
0, 266015, 0, 0, 44, Private, United-States, Male, Black, Never-married, Own-child, Sales, <=50K, 10
3, 386940, 0, 1408, 40, Private, United-States, Male, White, Divorced, Own-child, Exec-managerial, <=50K, 13
1, 59951, 0, 0, 40, Federal-gov, United-States, Male, White, Married-civ-spouse, Own-child, Adm-clerical, <=50K, 10
0, 311512, 0, 0, 15, State-gov, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, <=50K, 10
3, 242406, 0, 0, 40, Private, Puerto-Rico, Male, White, Never-married, Unmarried, Machine-op-inspct, <=50K, 7
0, 197200, 0, 0, 40, Private, United-States, Male, White, Never-married, Own-child, Machine-op-inspct, <=50K, 10
0, 544091, 0, 0, 25, Private, United-States, Female, White, Married-AF-spouse, Wife, Adm-clerical, <=50K, 9
3, 265477, 0, 0, 40, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 12
1, 507875, 0, 0, 43, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 5
3, 88506, 0, 0, 40, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 13
0, 172987, 0, 0, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, <=50K, 13
3, 94638, 0, 0, 40, Private, United-States, Female, White, Separated, Unmarried, Adm-clerical, <=50K, 9
0, 289980, 0, 0, 35, Private, United-States, Male, White, Never-married, Not-in-family, Handlers-cleaners, <=50K, 9
4, 337895, 0, 0, 40, Federal-gov, United-States, Male, Black, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
3, 144361, 0, 0, 38, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 9
2, 128354, 0, 0, 40, Private, United-States, Female, White, Divorced, Unmarried, Exec-managerial, <=50K, 14
2, 101603, 0, 0, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 11
1, 271466, 0, 0, 43, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 11
0, 32275, 0, 0, 40, Private, United-States, Female, Other, Married-civ-spouse, Wife, Exec-managerial, <=50K, 10
3, 51835, 0, 1902, 60, Private, Honduras, Female, White, Married-civ-spouse, Wife, Prof-specialty, >50K, 15
3, 251585, 0, 0, 55, Federal-gov, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, >50K, 13
3, 109832, 0, 0, 60, Self-emp-inc, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, <=50K, 9
2, 237993, 0, 0, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K, 10
3, 216666, 0, 0, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 3
